full_name,neo,pha,sats,H,G,diameter,extent,albedo,rot_per,GM,BV,UB,spec_B,spec_T,orbit_id,epoch,equinox,e,a,q,i,om,w,ma,ad,n,tp,per_y,moid,moid_jup,t_jup,class,producer,data_arc,first_obs,last_obs,n_obs_used,condition_code,rms
 54789 (2001 MZ7),Y,N,0,15.08,,1.567,,0.856,37.57,,,,,,JPL 671,2460000.5,J2000,0.2875,1.776,1.265,24.47,130.08,20.01,175.64,2.29,0.4165,2459578.75,2.37,0.292,2.76,3.95,AMO,Otto Matic,16029,25/10/78,13/09/22,4854,0,0.32333
 55408 (2001 TC2),Y,N,0,18.82,,0.461,,0.342,,,,,,,JPL 73,2460000.5,J2000,0.2246,1.1,0.853,30.39,193.83,353.54,53.75,1.35,0.8545,2459937.6,1.15,0.146,3.61,5.5,APO,Otto Matic,14180,13/11/79,09/09/18,255,0,0.50471
 55532 (2001 WG2),Y,N,0,16.14,,1.306,,0.376,46.08,,,,Sk,,JPL 162,2460000.5,J2000,0.6957,1.794,0.546,38.54,81.41,132.38,248.2,3.04,0.4101,2460273.14,2.4,0.338,2.49,3.56,APO,Otto Matic,25217,07/12/53,22/12/22,700,0,0.49072
 65674 (1988 SM),Y,N,0,18.28,,,,,,,,,,,JPL 102,2460000.5,J2000,0.344,1.665,1.092,10.95,0.87,313.32,29.27,2.24,0.4589,2459936.72,2.15,0.132,3.1,4.17,AMO,Otto Matic,12231,29/09/88,26/03/22,333,0,0.53684
 65679 (1989 UQ),Y,Y,0,19.62,,0.918,,0.033,7.746,,,,B,,JPL 130,2460000.5,J2000,0.2646,0.9147,0.673,1.3,178.1,15.01,240.05,1.16,1.127,2460106.97,0.875,0.014,3.79,6.5,ATE,Otto Matic,23014,20/11/54,23/11/17,743,0,0.46777
 65690 (1991 DG),Y,Y,0,19.06,,,,,7.1125,,,,,,JPL 178,2460000.5,J2000,0.3633,1.428,0.909,11.14,180.12,63.32,225.69,1.95,0.5778,2460232.94,1.71,0.0389,3.1,4.6,APO,Otto Matic,11626,20/02/91,20/12/22,1172,0,0.46649
 65706 (1992 NA),Y,N,0,16.57,,,,,3.4844,,,,C,,JPL 141,2460000.5,J2000,0.5559,2.397,1.064,9.64,349.19,8.71,77.82,3.73,0.2656,2459707.51,3.71,0.0602,1.73,3.28,AMO,Otto Matic,11216,01/07/92,17/03/23,701,0,0.47687
 65717 (1993 BX3),Y,Y,0,20.71,,,,,20.33,,,,,,JPL 165,2460000.5,J2000,0.2809,1.395,1.003,2.81,174.76,290.97,105.81,1.79,0.5979,2459823.54,1.65,0.0475,3.35,4.72,APO,Otto Matic,10452,03/10/92,16/05/21,835,0,0.36359
 65733 (1993 PC),Y,N,0,18.43,,,,,4.185,,,,,,JPL 164,2460000.5,J2000,0.4743,1.154,0.607,4.15,336.92,168.69,119.16,1.7,0.7948,2459850.57,1.24,0.0659,3.31,5.33,APO,Otto Matic,10157,01/10/92,23/07/20,754,0,0.46636
 65803 Didymos (1996 GT),Y,Y,1,18.12,,0.78,0.797 x 0.783 x 0.761,,2.2593,,,,Xk,,JPL 204,2460000.5,J2000,0.3833,1.643,1.013,3.41,72.99,319.56,59.09,2.27,0.4682,2459874.29,2.11,0.0391,3.17,4.2,APO,Steve Chesley,9781,11/04/96,21/01/23,3121,0,0.2703
 65909 (1998 FH12),Y,Y,0,19.3,,,,,3,,,,,,JPL 134,2460000.5,J2000,0.5398,1.091,0.502,3.56,108.6,284.49,38.06,1.68,0.8648,2459956.49,1.14,0.0129,3.77,5.54,APO,Otto Matic,8801,25/03/98,29/04/22,519,0,0.48272
 65996 (1998 MX5),Y,N,0,18.55,,,,,3.399,,,,,,JPL 161,2460000.5,J2000,0.6043,2.937,1.162,9.55,265.25,57.22,326.1,4.71,0.1959,2460173.57,5.03,0.202,0.97,2.95,AMO,Otto Matic,9269,14/07/93,29/11/18,939,0,0.4365
 66008 (1998 QH2),Y,N,0,15.99,,1.484,,0.319,7.09,,,,,,JPL 287,2460000.5,J2000,0.3627,1.426,0.909,61.01,168.93,14.02,283,1.94,0.5787,2460133.56,1.7,0.0765,3.04,4.12,APO,Otto Matic,9640,23/06/96,14/11/22,1508,0,0.46576
 66063 (1998 RO1),Y,N,1,18.15,,,,,2.4924,,,,,,JPL 126,2460000.5,J2000,0.72,0.991,0.277,22.69,351.85,151.17,187.19,1.7,0.9991,2460173.46,0.987,0.092,3.35,5.81,ATE,Otto Matic,9064,12/09/96,07/07/21,1321,0,0.42996
 66146 (1998 TU3),Y,N,0,14.43,,2.864,,0.224,2.375,,,,,,JPL 358,2460000.5,J2000,0.4838,0.7876,0.407,5.41,101.99,84.88,104.58,1.17,1.41,2459926.34,0.699,0.0736,3.79,7.29,ATE,Otto Matic,14576,04/12/82,31/10/22,1819,0,0.34884
 66251 (1999 GJ2),Y,N,0,17.04,,1.222,,0.187,2.4629,,,,,,JPL 411,2460000.5,J2000,0.1981,1.536,1.231,11.28,196.2,142.5,74.42,1.84,0.518,2459856.82,1.9,0.247,3.56,4.43,AMO,Otto Matic,14031,12/10/84,13/03/23,2311,0,0.4417
 66253 (1999 GT3),Y,N,0,18.41,,,,,,,,,,,JPL 79,2460000.5,J2000,0.8378,1.334,0.216,19.5,157.37,261.09,219.61,2.45,0.6397,2460219.95,1.54,0.194,3.15,4.42,APO,Otto Matic,8446,09/04/99,24/05/22,402,0,0.53824
 66272 (1999 JW6),Y,N,0,17.21,,0.808,,0.4,502,,,,,,JPL 149,2460000.5,J2000,0.1433,1.508,1.292,51.31,66.38,68.46,23.83,1.72,0.5325,2459955.76,1.85,0.409,3.59,4.12,AMO,Otto Matic,8732,13/05/99,09/04/23,796,0,0.49261
 66391 Moshup (1999 KW4),Y,Y,1,16.64,,1.317,1.532 x 1.495 x 1.347,,2.7645,,,,S:,,JPL 358,2460000.5,J2000,0.6884,0.6424,0.2,38.88,244.9,192.64,228.3,1.08,1.914,2460069.3,0.515,0.0131,4.23,8.5,ATE,Otto Matic,8845,29/05/98,16/08/22,3762,0,0.29021
 66400 (1999 LT7),Y,N,0,19.29,,0.411,,0.182,,,,,,,JPL 114,2460000.5,J2000,0.5725,0.8554,0.366,9.06,79.8,341.4,219.8,1.35,1.246,2460113.04,0.791,0.059,4,6.74,ATE,Otto Matic,12839,21/04/87,15/06/22,602,0,0.46892
 66407 (1999 LQ28),Y,N,0,19.02,,,,,,,,,,,JPL 84,2460000.5,J2000,0.1201,1.198,1.055,21.77,94.99,320.54,236.91,1.34,0.7512,2460164.35,1.31,0.0951,3.89,5.23,AMO,Otto Matic,14144,27/07/82,17/04/21,347,0,0.52433
 66959 (1999 XO35),Y,N,0,16.94,,,,,,,,,Sq,,JPL 104,2460000.5,J2000,0.5657,2.539,1.103,20.62,81.9,293.48,285.92,3.98,0.2436,2460304.6,4.05,0.275,2.01,3.13,AMO,Otto Matic,7357,06/12/99,27/01/20,626,0,0.4494
 67367 (2000 LY27),Y,Y,0,17.13,,,,,,,,,,,JPL 132,2460000.5,J2000,0.2127,1.308,1.03,9.02,264.52,184.83,213.86,1.59,0.6585,2460222.43,1.5,0.0459,3.6,4.95,AMO,Otto Matic,16510,27/05/76,09/08/21,489,0,0.49909
 67381 (2000 OL8),Y,Y,0,19.81,,,,,,,,,,,JPL 54,2460000.5,J2000,0.5432,1.32,0.603,10.67,294.9,266.87,8.38,2.04,0.6496,2459987.6,1.52,0.0181,2.99,4.77,APO,Otto Matic,8155,30/07/00,27/11/22,220,0,0.52659
 67399 (2000 PJ6),Y,N,0,18.4,,,,,,,,,,,JPL 84,2460000.5,J2000,0.3462,1.301,0.851,14.69,332.88,225.29,167.91,1.75,0.664,2459747.61,1.48,0.0516,3.25,4.91,APO,Otto Matic,25697,09/09/51,16/01/22,326,0,0.59972
 68031 (2000 YK29),Y,N,0,18.14,,,,,2.55,,,,,,JPL 218,2460000.5,J2000,0.1286,1.377,1.2,15.17,123.64,31.89,209.68,1.55,0.6103,2460246.81,1.62,0.229,3.46,4.76,AMO,Otto Matic,10678,22/03/93,16/06/22,945,0,0.45862
 68063 (2000 YJ66),Y,N,1,15.5,,2.301,,0.211,3.1592,,,,,,JPL 385,2460000.5,J2000,0.4579,2.334,1.265,5.72,308.85,50.34,142.39,3.4,0.2765,2459485.52,3.56,0.272,2.09,3.42,AMO,Otto Matic,12225,04/10/89,25/03/23,2496,0,0.37227
 68216 (2001 CV26),Y,Y,0,16.63,,0.994,,0.449,2.429,,,,,,JPL 463,2460000.5,J2000,0.3266,1.32,0.889,17.99,18.14,48.73,271.82,1.75,0.65,2460136.15,1.52,0.0251,3.67,4.85,APO,Otto Matic,7784,01/02/01,26/05/22,2505,0,0.37491
 68267 (2001 EA16),Y,N,0,17.05,,0.875,,0.401,3.5,,,,,,JPL 123,2460000.5,J2000,0.4273,1.51,0.865,38.83,8.01,317.44,204.43,2.15,0.5313,2460293.31,1.86,0.0597,3.45,4.21,APO,Otto Matic,8069,04/03/01,07/04/23,459,0,0.49566
 68278 (2001 FC7),Y,N,0,18.5,,0.942,,0.087,3.4523,,,,,,JPL 297,2460000.5,J2000,0.1145,1.436,1.271,2.62,99.1,234.45,124.41,1.6,0.5729,2459783.34,1.72,0.262,3.61,4.67,AMO,Otto Matic,9731,13/06/96,03/02/23,1454,0,0.4708
 68346 (2001 KZ66),Y,Y,0,16.94,,0.736,,0.291,4.987,,,,,,JPL 230,2460000.5,J2000,0.4166,1.508,0.879,16.7,219.37,140.28,174.29,2.14,0.5325,2459673.19,1.85,0.0394,3.39,4.39,APO,Otto Matic,15796,28/12/79,28/03/23,1066,0,0.4759
 68347 (2001 KB67),Y,Y,0,19.92,,,,,6.354,,,,,,JPL 81,2460000.5,J2000,0.3801,0.9621,0.596,17.12,245.86,243.79,85.46,1.33,1.044,2459918.68,0.944,0.0144,3.81,6.17,ATE,Otto Matic,7444,30/05/01,16/10/21,614,0,0.38354
 68348 (2001 LO7),Y,N,0,14.25,,3.512,,0.299,3.3313,,,,,,JPL 303,2460000.5,J2000,0.8409,2.155,0.343,25.36,236.22,181.64,225.89,3.97,0.3115,2460431.01,3.16,0.385,1.42,3.04,APO,Otto Matic,24836,02/06/54,01/06/22,1333,0,0.41016
 68350 (2001 MK3),Y,N,0,16.03,,1.794,,0.219,3.21082,,,,,,JPL 407,2460000.5,J2000,0.2475,1.669,1.256,29.57,128.85,328.53,214.47,2.08,0.4569,2460319.02,2.16,0.302,3.09,4.07,AMO,Otto Matic,24628,13/02/55,19/07/22,2243,0,0.38188
 68359 (2001 OZ13),Y,N,0,17.98,,,,,18.07,,,,,,JPL 273,2460000.5,J2000,0.1742,1.517,1.253,9.86,99.21,29.26,16.43,1.78,0.5273,2459969.35,1.87,0.279,3.28,4.48,AMO,Otto Matic,10290,04/02/95,08/04/23,1360,0,0.44019
 68372 (2001 PM9),Y,Y,0,18.97,,,,,,,,,,,JPL 106,2460000.5,J2000,0.416,1.618,0.945,8.11,252.97,322.32,230.62,2.29,0.4789,2460270.69,2.06,0.0048,2.7,4.22,APO,Otto Matic,7789,28/06/01,25/10/22,364,0,0.65137
 68548 (2001 XR31),Y,Y,0,16.71,,1.182,,0.289,,,,,,,JPL 159,2460000.5,J2000,0.4365,1.707,0.962,22.71,302.04,24.73,281.33,2.45,0.442,2460178.5,2.23,0.0257,2.93,4,APO,Otto Matic,10584,06/04/94,29/03/23,705,0,0.45287
 68950 (2002 QF15),Y,Y,0,16.39,,1.65,,0.178,45.24,,,,,,JPL 519,2460000.5,J2000,0.3443,1.057,0.693,25.15,236.21,255.57,230.4,1.42,0.9069,2460143.4,1.09,0.00606,3.82,5.69,APO,Otto Matic,24191,23/07/55,15/10/21,2928,0,0.35112
 69230 Hermes (1937 UB),Y,Y,1,17.54,,,,,13.894,,,,,,JPL 167,2460000.5,J2000,0.6237,1.655,0.623,6.07,34.06,92.91,1.62,2.69,0.4628,2459997,2.13,0.00447,2.42,4.02,APO,Otto Matic,31208,25/10/37,05/04/23,1287,0,0.37023
 85182 (1991 AQ),Y,Y,0,17.14,,1.1,,0.242,,,,,,,JPL 95,2460000.5,J2000,0.7773,2.221,0.495,3.12,339.51,243.08,240.56,3.95,0.2977,2460401.67,3.31,0.0162,1.07,3.16,APO,Otto Matic,11203,14/01/91,16/09/21,391,0,0.61574
 85184 (1991 JG1),Y,N,0,18.41,,,,,24.19,,,,,,JPL 156,2460000.5,J2000,0.1846,1.374,1.12,33.88,226.38,322.78,293.29,1.63,0.612,2460109.51,1.61,0.146,3.4,4.63,AMO,Otto Matic,16417,09/01/78,21/12/22,1033,0,0.42657
 85236 (1993 KH),Y,Y,0,18.7,,,,,5.057,,,,,,JPL 162,2460000.5,J2000,0.3111,1.234,0.85,12.81,54.36,293.83,181.1,1.62,0.7192,2460249.26,1.37,0.000152,3.84,5.12,APO,Otto Matic,10902,24/05/93,30/03/23,1045,0,0.41416
 85275 (1994 LY),Y,N,0,16.36,,2.506,,0.093,2.6967,,,,,,JPL 385,2460000.5,J2000,0.4422,1.891,1.055,17.72,141.15,202.89,340.44,2.73,0.3791,2460052.1,2.6,0.0631,2.7,3.78,AMO,Otto Matic,10188,05/06/94,27/04/22,4359,0,0.28478
 85490 (1997 SE5),Y,N,0,14.82,,,,,9.0583,,,,T,,JPL 127,2460000.5,J2000,0.6608,3.763,1.276,2.57,247.61,94.19,194.77,6.25,0.135,2461224.07,7.3,0.271,0.298,2.66,AMO,Otto Matic,14555,20/04/82,24/02/22,868,0,0.55798
 85585 Mjolnir (1998 FG2),Y,Y,0,21.64,,,,,11.6,,,,,,JPL 32,2460000.5,J2000,0.3562,1.298,0.835,4.08,2.31,95.41,357.43,1.76,0.6668,2460004.35,1.48,0.0214,3.42,4.94,APO,Otto Matic,2039,21/03/98,20/10/03,196,0,0.57282
 85628 (1998 KV2),Y,N,1,17.24,,0.775,,0.461,2.8228,,,,,,JPL 567,2460000.5,J2000,0.3316,1.592,1.064,13.03,66.74,50.59,207.68,2.12,0.4905,2460311.03,2.01,0.143,3.05,4.29,AMO,Otto Matic,8781,22/05/98,06/06/22,3054,0,0.4199
 85640 (1998 OX4),Y,Y,0,21.14,,,,,,,,,,,JPL 64,2460000.5,J2000,0.4858,1.58,0.813,4.51,299.59,117.26,77.64,2.35,0.4961,2459843.99,1.99,0.000786,3.04,4.25,APO,Otto Matic,7584,26/07/98,01/05/19,274,0,0.56911
 85709 (1998 SG36),Y,N,0,15.95,,2.23,,0.141,3.573,,,,,,JPL 563,2460000.5,J2000,0.3379,1.646,1.09,24.84,186.58,29.73,342.02,2.2,0.4668,2460039.03,2.11,0.123,2.8,4.12,AMO,Otto Matic,8967,18/09/98,07/04/23,2907,0,0.4619
 85713 (1998 SS49),Y,Y,0,15.86,,3.484,,0.076,5.37,,,,,,JPL 250,2460000.5,J2000,0.6386,1.924,0.695,10.78,40.96,103.15,17.86,3.15,0.3694,2459952.15,2.67,0.00422,1.99,3.62,APO,Otto Matic,8958,29/09/98,09/04/23,1332,0,0.32723
 85770 (1998 UP1),Y,N,0,20.71,,,,,,,,,,,JPL 103,2460000.5,J2000,0.3452,0.998,0.653,33.18,18.33,234.21,243.74,1.34,0.9886,2460118.11,0.997,0.0834,3.77,5.9,ATE,Otto Matic,11368,12/10/90,26/11/21,460,0,0.37659
 85774 (1998 UT18),Y,Y,0,19.17,,0.939,,0.042,55,,,,C,,JPL 172,2460000.5,J2000,0.3289,1.403,0.941,13.59,64.63,50.16,182.76,1.86,0.5932,2460299.32,1.66,0.0353,3.3,4.66,APO,Otto Matic,11787,30/04/89,07/08/21,777,0,0.44502
 85804 (1998 WQ5),Y,N,0,15.4,,2.272,,0.167,2.6761,,,,,,JPL 444,2460000.5,J2000,0.3542,1.721,1.112,27.66,285.72,269.8,169.45,2.33,0.4364,2459612.19,2.26,0.372,3.12,3.98,AMO,Otto Matic,12082,25/11/89,24/12/22,2447,0,0.38267
 85818 (1998 XM4),Y,N,0,15.49,,2.028,,0.168,19.451,,,,S,,JPL 189,2460000.5,J2000,0.4164,1.657,0.967,62.72,235.64,301.25,29.15,2.35,0.4622,2459937.44,2.13,0.109,3.13,3.61,APO,Otto Matic,10910,24/05/93,07/04/23,855,0,0.47061
 85839 (1998 YO4),Y,N,0,16.62,,1.14,,0.405,2.45,,,,,,JPL 342,2460000.5,J2000,0.2483,1.654,1.243,9.32,28.53,199.53,353.74,2.06,0.4635,2460014,2.13,0.24,2.92,4.22,AMO,Otto Matic,10921,25/04/93,20/03/23,1642,0,0.43834
 85867 (1999 BY9),Y,N,0,18.3,,,,,700,,,,,,JPL 173,2460000.5,J2000,0.3019,1.831,1.278,0.94,254.16,287.78,225.05,2.38,0.3979,2460339.64,2.48,0.282,2.58,3.97,AMO,Otto Matic,9891,19/09/95,18/10/22,715,0,0.59546
 85938 (1999 DJ4),Y,Y,1,18.72,,,,,2.5141,,,,Sq,,JPL 123,2460000.5,J2000,0.4839,1.854,0.957,9.14,19.89,197.7,167.59,2.75,0.3905,2459571.32,2.52,0.0229,2.23,3.84,APO,Otto Matic,8621,24/02/99,02/10/22,637,0,0.4969
 85953 (1999 FK21),Y,N,0,18.19,,0.59,,0.32,28.08,,,,S,,JPL 261,2460000.5,J2000,0.7031,0.7387,0.219,12.61,180.47,172.41,146.91,1.26,1.552,2459905.86,0.635,0.0709,4.18,7.57,ATE,Otto Matic,19007,26/03/71,09/04/23,1578,0,0.44441
 85989 (1999 JD6),Y,Y,0,17.12,,1.462,,0.056,7.6638,,,,K,,JPL 391,2460000.5,J2000,0.6328,0.8831,0.324,17.06,130.16,309.23,345.81,1.44,1.188,2460012.44,0.83,0.0482,3.87,6.5,ATE,Otto Matic,11691,22/06/90,25/06/22,2987,0,0.29208
 85990 (1999 JV6),Y,Y,0,20.27,,0.451,,0.095,6.538,,,,Xk,,JPL 255,2460000.5,J2000,0.3112,1.008,0.695,5.36,124.31,235.56,88.17,1.32,0.9734,2459909.92,1.01,0.0314,4.12,5.99,APO,Otto Matic,8320,13/05/99,21/02/22,1186,0,0.40011
 86039 (1999 NC43),Y,Y,0,15.96,,2.22,,0.14,122.2,,,,Q,,JPL 300,2460000.5,J2000,0.5788,1.76,0.741,7.13,311.65,120.76,324.09,2.78,0.4222,2460085.55,2.33,0.0247,2.58,3.9,APO,Otto Matic,8034,11/06/99,09/06/21,1585,0,0.42467
 86067 (1999 RM28),Y,N,0,16.46,,1.245,,0.314,9.196,,,,,,JPL 261,2460000.5,J2000,0.3234,1.817,1.23,30.54,136.05,301.86,151.52,2.4,0.4024,2459623.92,2.45,0.364,3,3.83,AMO,Otto Matic,11995,07/07/89,10/05/22,1211,0,0.47756
 86324 (1999 WA2),Y,N,0,15.74,,2.102,,0.191,7.161,,,,,,JPL 302,2460000.5,J2000,0.4345,1.967,1.112,34.6,293.66,75.31,206.38,2.82,0.3573,2460430.46,2.76,0.342,3.22,3.56,AMO,Otto Matic,8138,16/11/99,26/02/22,1696,0,0.37367
 86326 (1999 WK13),Y,N,0,17.42,,1.348,,0.098,6.36,,,,S,,JPL 147,2460000.5,J2000,0.3627,1.845,1.176,34.31,78.45,312.57,113.99,2.51,0.3934,2459710.78,2.51,0.279,3.07,3.74,AMO,Otto Matic,15838,18/11/79,30/03/23,787,0,0.55133
 86450 (2000 CK33),Y,N,0,18.4,,,,,6.6064,,,,Xk,,JPL 222,2460000.5,J2000,0.4148,0.968,0.566,18.11,124.85,215.61,175.11,1.37,1.035,2459831.29,0.952,0.125,4.02,6.12,ATE,Otto Matic,8475,25/01/00,09/04/23,1356,0,0.46083
 86666 (2000 FL10),Y,N,0,16.95,,1.165,,0.228,206,,,,,,JPL 293,2460000.5,J2000,0.4269,1.463,0.839,29.01,186.92,258.85,27.09,2.09,0.5569,2459951.85,1.77,0.0808,3.55,4.39,APO,Otto Matic,8668,16/07/99,09/04/23,1564,0,0.39743
 86667 (2000 FO10),Y,N,0,17.58,,0.745,,0.349,53.756,,,,,,JPL 292,2460000.5,J2000,0.5947,0.8594,0.348,14.29,208.32,172.48,71.96,1.37,1.237,2459942.33,0.797,0.133,4.09,6.69,ATE,Otto Matic,12751,11/05/88,09/04/23,1789,0,0.40959
 86819 (2000 GK137),Y,Y,0,17.47,,0.802,,0.301,3.0239,,,,Sq,,JPL 162,2460000.5,J2000,0.5057,1.996,0.986,10.06,164.89,150.33,2.64,3.01,0.3496,2459992.94,2.82,0.0162,2.35,3.66,APO,Otto Matic,10198,03/04/94,05/03/22,827,0,0.51567
 86829 (2000 GR146),Y,N,0,15.83,,1.823,,0.232,3.0996,,,,S:,,JPL 216,2460000.5,J2000,0.5748,1.463,0.622,14.37,78.46,31.42,19.09,2.3,0.5571,2459966.23,1.77,0.203,2.89,4.4,APO,Otto Matic,17826,17/06/74,07/04/23,1417,0,0.36138
 86878 (2000 HD24),Y,N,0,17.68,,,,,15.72,,,,,,JPL 134,2460000.5,J2000,0.6185,1.342,0.512,9.47,230.99,214.91,293.67,2.17,0.6343,2460105.08,1.55,0.103,3.11,4.67,APO,Otto Matic,14294,12/05/83,30/06/22,654,0,0.45467
 87024 (2000 JS66),Y,N,0,18.67,,,,,28.2,,,,,,JPL 256,2460000.5,J2000,0.1898,1.197,0.97,14.43,230.51,84.94,65.83,1.42,0.7529,2459913.07,1.31,0.0967,3.79,5.26,APO,Otto Matic,15762,06/01/79,03/03/22,2035,0,0.37892
 87025 (2000 JT66),Y,N,0,18.14,,,,,,,,,,,JPL 79,2460000.5,J2000,0.4835,1.227,0.634,25.32,120.5,359.62,330.92,1.82,0.7255,2460040.58,1.36,0.351,3.28,5.01,APO,Otto Matic,8093,07/05/00,04/07/22,325,0,0.52276
 87309 (2000 QP),Y,N,0,17.61,,0.568,,0.499,2.1651,,,,,,JPL 169,2460000.5,J2000,0.4631,0.8475,0.455,34.74,294.27,188.17,191.24,1.24,1.263,2460134.08,0.78,0.202,3.87,6.73,ATE,Otto Matic,17196,08/07/75,06/08/22,924,0,0.41814
 87311 (2000 QJ1),Y,N,0,16.47,,1.948,,0.142,,,,,,,JPL 328,2460000.5,J2000,0.5123,1.591,0.776,7.7,191.42,343.5,197.84,2.41,0.4913,2460330.53,2.01,0.109,2.56,4.21,APO,Otto Matic,14672,16/08/82,17/10/22,1307,0,0.52049
 87684 (2000 SY2),Y,Y,0,16.03,,,,,2.5712,,,,,,JPL 295,2460000.5,J2000,0.6428,0.8587,0.307,19.23,162.03,47.78,159.76,1.41,1.239,2459871.53,0.796,0.0469,3.59,6.65,ATE,Otto Matic,16108,07/10/77,13/11/21,1468,0,0.40457
 88188 (2000 XH44),Y,N,0,16.11,,1.371,,0.374,2.6906,,,,,,JPL 431,2460000.5,J2000,0.3909,2.009,1.224,11.35,340.17,195.26,235.13,2.8,0.346,2460361.38,2.85,0.235,2.19,3.71,AMO,Otto Matic,11301,07/12/91,15/11/22,2732,0,0.38498
 88213 (2001 AF2),Y,N,0,19.48,,0.912,,0.028,,,,,,,JPL 89,2460000.5,J2000,0.5952,0.954,0.386,17.81,114.26,194.99,39.58,1.52,1.058,2459963.09,0.932,0.172,3.76,6.11,ATE,Otto Matic,6624,02/01/01,21/02/19,354,0,0.50506
 88254 (2001 FM129),Y,Y,0,17.77,,0.8,,0.252,38.56,,,,,,JPL 179,2460000.5,J2000,0.6295,1.182,0.438,1.52,272.13,140.2,66.62,1.93,0.7666,2459913.59,1.29,0.0101,3.47,5.14,APO,Otto Matic,16401,08/05/78,03/04/23,842,0,0.42678
 88263 (2001 KQ1),Y,N,0,15.65,,5.748,,0.037,13.17,,,,,,JPL 310,2460000.5,J2000,0.4323,2.097,1.19,38.79,232.81,241.6,124.97,3,0.3247,2459615.58,3.04,0.375,2.86,3.37,AMO,Otto Matic,8811,05/05/98,19/06/22,3140,0,0.29411
 88264 (2001 KN20),Y,N,0,17.05,,,,,,,,,,,JPL 155,2460000.5,J2000,0.4519,2.148,1.177,12.07,104.95,201.44,310.99,3.12,0.313,2460157.07,3.15,0.172,2.17,3.54,AMO,Otto Matic,8906,29/10/98,18/03/23,708,0,0.52374
 88710 (2001 SL9),Y,N,1,17.69,,0.76,,0.281,2.4004,,,,,,JPL 189,2460000.5,J2000,0.2702,1.061,0.775,21.9,202.83,329.36,62.56,1.35,0.9013,2459931.09,1.09,0.197,3.63,5.71,APO,Otto Matic,22361,27/11/54,16/02/16,1027,0,0.42
 88959 (2001 TZ44),Y,N,0,17.45,,,,,6.73,,,,,,JPL 87,2460000.5,J2000,0.5639,1.723,0.751,53.84,38.96,114.95,116.68,2.7,0.4357,2459732.69,2.26,0.0517,3.05,3.58,APO,Otto Matic,7342,26/09/01,02/11/21,456,0,0.49727
 89136 (2001 US16),Y,Y,0,20.28,,,,,14.39,,,,,,JPL 170,2460000.5,J2000,0.253,1.356,1.013,1.91,175.91,67.13,318.1,1.7,0.6241,2460067.64,1.58,0.0286,3.31,4.82,APO,Otto Matic,7803,18/10/01,28/02/23,1287,0,0.44559
 89355 (2001 VS78),Y,N,0,15.8,,2.038,,0.246,40.553,,,,S,,JPL 517,2460000.5,J2000,0.3085,1.787,1.236,22.66,103.04,85.06,277.14,2.34,0.4127,2460201.3,2.39,0.444,2.9,3.94,AMO,Otto Matic,16334,23/06/78,13/03/23,2959,0,0.37561
 89830 (2002 CE),Y,Y,0,14.99,,5.067,,0.079,2.6149,,,,,,JPL 348,2460000.5,J2000,0.5072,2.077,1.024,43.66,19.9,5.8,55.87,3.13,0.3292,2459830.77,2.99,0.0267,2.35,3.29,AMO,Otto Matic,14928,25/05/82,08/04/23,2651,0,0.29221
 89958 (2002 LY45),Y,Y,0,17.2,,,,,3.265,,,,,,JPL 150,2460000.5,J2000,0.8864,1.642,0.186,9.91,188.18,222.91,264.99,3.1,0.4686,2460203.25,2.1,0.000439,2.35,3.68,APO,Otto Matic,8015,14/06/00,25/05/22,955,0,0.45996
 89959 (2002 NT7),Y,Y,0,16.46,,1.407,,0.224,5.527,,,,,,JPL 178,2460000.5,J2000,0.5284,1.735,0.818,42.36,132.02,300.69,307.95,2.65,0.4312,2460121.21,2.29,0.000334,3.09,3.72,APO,Otto Matic,24888,10/07/54,30/08/22,1635,0,0.3504
 90075 (2002 VU94),Y,Y,0,15.39,,2.233,,0.294,7.879,,,,,,JPL 565,2460000.5,J2000,0.5758,2.134,0.905,8.91,226.74,30.66,298.91,3.36,0.3161,2460193.74,3.12,0.0301,1.73,3.47,APO,Otto Matic,24632,25/10/55,03/04/23,3226,0,0.34597
 90147 (2002 YK14),Y,N,0,18.3,,,,,,,,,,,JPL 146,2460000.5,J2000,0.3316,1.474,0.985,27.99,282.7,105.05,110.35,1.96,0.5506,2459800.07,1.79,0.187,3.67,4.42,APO,Otto Matic,13187,29/01/87,08/03/23,872,0,0.39141
 90367 (2003 LC5),Y,N,0,17.84,,1.748,,0.048,39,,,,,,JPL 173,2460000.5,J2000,0.4263,1.156,0.663,16.88,86.82,313.84,216.09,1.65,0.7934,2460181.88,1.24,0.152,3.8,5.32,APO,Otto Matic,13792,01/07/83,04/04/21,1184,0,0.39622
 90373 (2003 SZ219),Y,N,0,18.81,,,,,,,,,,,JPL 96,2460000.5,J2000,0.2044,1.627,1.294,9.87,189.41,218.71,111.7,1.96,0.4749,2459765.3,2.08,0.317,3.44,4.28,AMO,Otto Matic,9164,23/02/98,28/03/23,404,0,0.58206
 90403 (2003 YE45),Y,Y,0,17.8,,0.572,,0.493,505,,,,,,JPL 267,2460000.5,J2000,0.2801,1.234,0.889,19.01,286.24,306.79,269.94,1.58,0.7187,2460125.8,1.37,0.037,3.51,5.1,APO,Otto Matic,12207,12/09/89,13/02/23,2075,0,0.28615
