full_name,neo,pha,sats,H,G,diameter,extent,albedo,rot_per,GM,BV,UB,spec_B,spec_T,orbit_id,epoch,equinox,e,a,q,i,om,w,ma,ad,n,tp,per_y,moid,moid_jup,t_jup,class,producer,data_arc,first_obs,last_obs,n_obs_used,condition_code,rms
519307 (2011 EF15),Y,N,0,20.25,,,,,,,,,,,JPL 18,2460000.5,J2000,0.4434,2.308,1.285,0.26,359.12,232.76,121.61,3.33,0.281,2459567.78,3.51,0.274,1.67,3.45,AMO,Otto Matic,2623,25/02/11,02/05/18,52,0,0.60542
519354 (2011 KR12),Y,N,0,21.5,,,,,,,,,,,JPL 56,2460000.5,J2000,0.3804,1.008,0.624,7.42,20.28,1.53,130.18,1.39,0.9742,2459866.88,1.01,0.119,4.07,5.97,APO,Otto Matic,4671,13/06/10,28/03/23,197,1,0.50149
519504 (2012 EU14),Y,N,0,20.3,,,,,,,,,,,JPL 25,2460000.5,J2000,0.4793,2.083,1.085,22.64,185.01,88.64,186.78,3.08,0.3277,2460529.01,3.01,0.347,2.53,3.52,AMO,Otto Matic,3311,15/03/12,08/04/21,74,0,0.57719
519824 (2013 JY35),Y,N,0,19.38,,,,,,,,,,,JPL 24,2460000.5,J2000,0.6687,1.386,0.459,30.63,226.59,222.83,48.43,2.31,0.604,2459920.32,1.63,0.209,3.19,4.41,APO,Otto Matic,3358,13/05/13,23/07/22,136,1,0.46578
520585 (2014 OA2),Y,N,0,21.49,,,,,,,,,,,JPL 67,2460000.5,J2000,0.2666,1.603,1.175,6.18,118.75,184.6,83.66,2.03,0.4858,2459828.28,2.03,0.159,3.2,4.31,AMO,Otto Matic,2127,23/07/14,19/05/20,291,0,0.53473
520808 (2014 TF64),Y,N,0,20.01,,0.704,,0.032,,,,,,,JPL 52,2460000.5,J2000,0.4182,1.613,0.939,52.68,217.97,114.26,59.93,2.29,0.481,2459875.91,2.05,0.13,3.7,3.84,APO,Otto Matic,3716,21/03/10,23/05/20,236,0,0.56508
520862 (2014 WG7),Y,N,0,20.74,,,,,,,,,,,JPL 19,2460000.5,J2000,0.2955,1.627,1.146,35.35,56.54,251.22,66.1,2.11,0.4748,2459861.28,2.08,0.309,3.3,4.07,AMO,Otto Matic,2056,03/10/14,20/05/20,94,0,0.68616
522684 (2016 JP),Y,Y,0,21.14,,,,,3.2905,,,,,,JPL 119,2460000.5,J2000,0.3835,0.9941,0.613,11.33,202.57,255.65,27.86,1.38,0.9945,2459972.48,0.991,0.0298,3.83,6.03,ATE,Otto Matic,2227,02/05/16,07/06/22,678,0,0.40303
523585 (1998 MW5),Y,N,0,18.91,,,,,,,,,Sq,,JPL 40,2460000.5,J2000,0.3628,1.023,0.652,6.29,80.16,26.89,84.84,1.39,0.9521,2459911.39,1.04,0.076,3.74,5.91,APO,Otto Matic,8856,24/06/98,22/09/22,298,0,0.47948
523586 (1999 LK1),Y,N,0,22.15,,,,,,,,,,,JPL 30,2460000.5,J2000,0.3326,0.9069,0.605,11.93,239.95,223.61,291.03,1.21,1.141,2460060.94,0.864,0.0279,3.95,6.51,ATE,Otto Matic,7357,04/06/99,26/07/19,105,0,0.38159
523587 (1999 VQ11),Y,N,0,17.56,,,,,32.21,,,,,,JPL 66,2460000.5,J2000,0.5981,2.803,1.127,7.95,26.69,353.28,339.14,4.48,0.21,2460099.87,4.69,0.129,0.984,3.02,AMO,Otto Matic,7021,08/11/99,28/01/19,357,0,0.47713
523589 (2001 HA4),Y,Y,0,17.78,,1.851,,0.047,,,,,,,JPL 52,2460000.5,J2000,0.7932,2.689,0.556,17.18,354.06,95.61,0.96,4.82,0.2235,2459996.18,4.41,0.0246,1.54,2.77,APO,Otto Matic,8027,16/04/01,08/04/23,142,0,0.32677
523590 (2001 QC96),Y,N,0,21,,,,,10,,,,,,JPL 48,2460000.5,J2000,0.3796,1.335,0.828,20.59,142.95,277.45,283.46,1.84,0.6387,2460120.34,1.54,0.0718,3.63,4.77,APO,Otto Matic,7546,27/07/01,25/03/22,236,0,0.49772
523592 (2001 SK276),Y,N,0,17.8,,,,,,,,,,,JPL 32,2460000.5,J2000,0.5939,3.187,1.294,20.75,297.65,119.45,263.23,5.08,0.1733,2460559.02,5.69,0.428,1.32,2.81,AMO,Otto Matic,6290,27/09/01,17/12/18,188,0,0.52106
523593 (2001 TZ1),Y,N,0,19.16,,,,,,,,,,,JPL 45,2460000.5,J2000,0.4393,2.011,1.128,39.61,189.87,149.33,190.15,2.89,0.3456,2460491.98,2.85,0.17,2.74,3.45,AMO,Otto Matic,7373,02/09/01,09/11/21,176,0,0.51913
523594 (2001 YO3),Y,N,0,22.87,,,,,,,,,,,JPL 17,2460000.5,J2000,0.1659,1.34,1.117,13.12,272.76,129.66,269.63,1.56,0.6358,2460142.65,1.55,0.173,3.77,4.86,AMO,Otto Matic,6073,18/12/01,04/08/18,35,0,0.62282
523595 (2002 OS4),Y,N,0,18.37,,0.658,,0.195,,,,,,,JPL 156,2460000.5,J2000,0.4538,1.924,1.051,26.81,289.42,102.2,222.42,2.8,0.3694,2460372.99,2.67,0.298,3.12,3.67,AMO,Otto Matic,7138,25/06/02,09/01/22,786,0,0.42351
523596 (2002 PH80),Y,N,0,19.72,,,,,,,,,,,JPL 55,2460000.5,J2000,0.4582,2.169,1.175,6.42,351.16,331.32,155.58,3.16,0.3085,2459496.22,3.19,0.171,2.19,3.54,AMO,Otto Matic,5932,12/08/02,08/11/18,215,0,0.49944
523598 (2003 ED50),Y,Y,0,20.86,,,,,,,,,,,JPL 29,2460000.5,J2000,0.5466,1.416,0.642,33.73,173.51,93.98,267.92,2.19,0.585,2460157.9,1.68,0.026,3.46,4.4,APO,Otto Matic,5666,11/03/03,14/09/18,145,0,0.48515
523599 (2003 RM),Y,N,0,19.8,,,,,,,,,,,JPL 58,2460000.5,J2000,0.6008,2.921,1.166,10.86,336.65,324.64,334.51,4.68,0.1974,2460129.62,4.99,0.18,0.769,2.96,AMO,Davide Farnocchia,5552,02/09/03,14/11/18,294,0,0.48574
523600 (2003 RC2),Y,N,0,19.64,,,,,,,,,,,JPL 48,2460000.5,J2000,0.371,1.525,0.959,42.32,165.64,273.14,75.51,2.09,0.5233,2459856.2,1.88,0.257,3.53,4.16,APO,Otto Matic,6433,02/09/03,13/04/21,178,0,0.57111
523602 (2004 LH),Y,N,0,18.84,,,,,,,,,,,JPL 56,2460000.5,J2000,0.327,1.765,1.188,39.54,248.67,341.43,9.1,2.34,0.4204,2459978.85,2.34,0.188,2.73,3.8,AMO,Otto Matic,6380,09/06/04,27/11/21,326,0,0.43655
523603 (2004 QJ7),Y,N,0,18.61,,,,,1.28,,,,,,JPL 148,2460000.5,J2000,0.3301,1.444,0.967,14.51,25.53,63.59,155.72,1.92,0.5682,2459726.46,1.73,0.0907,3.38,4.57,APO,Otto Matic,5396,23/08/04,02/06/19,809,0,0.40107
523604 (2004 QB17),Y,N,0,18.45,,,,,74.97,,,,,,JPL 139,2460000.5,J2000,0.5027,2.293,1.14,4.82,289.02,148.78,76.12,3.45,0.2838,2459732.31,3.47,0.161,1.86,3.41,AMO,Otto Matic,6195,25/08/04,11/08/21,706,0,0.41235
523605 (2004 RX10),Y,N,0,21.49,,,,,,,,,,,JPL 43,2460000.5,J2000,0.3513,0.9199,0.597,5.96,173.6,334.12,185.92,1.24,1.117,2460156.34,0.882,0.0521,3.76,6.44,ATE,Otto Matic,5505,08/09/04,05/10/19,204,0,0.52389
523606 (2005 CJ),Y,Y,0,20.34,,,,,,,,,,,JPL 55,2460000.5,J2000,0.5255,1.749,0.83,1.08,357.85,81.95,307.8,2.67,0.426,2460123.03,2.31,0.00724,2.62,3.96,APO,Otto Matic,5339,19/08/04,02/04/19,360,0,0.46613
523607 (2005 CS6),Y,N,0,17.87,,,,,,,,,,,JPL 60,2460000.5,J2000,0.5498,2.616,1.177,23.5,313.94,268.93,67.85,4.05,0.233,2459709.27,4.23,0.447,2.1,3.08,AMO,Otto Matic,6362,02/02/05,05/07/22,227,0,0.46606
523608 (2005 EZ29),Y,N,0,20.39,,,,,,,,,,,JPL 41,2460000.5,J2000,0.425,1.879,1.081,6.86,158.46,22.18,346.93,2.68,0.3825,2460034.67,2.58,0.0946,2.28,3.85,AMO,Otto Matic,6598,04/03/05,28/03/23,135,0,0.57495
523609 (2005 PJ2),Y,Y,0,19.53,,,,,1.42,,,,,,JPL 40,2460000.5,J2000,0.6593,1.198,0.408,17.42,326.45,128.87,78.6,1.99,0.7515,2459895.91,1.31,0.0441,3.29,5.03,APO,Otto Matic,6231,27/07/05,18/08/22,194,0,0.43409
523610 (2005 TG),Y,N,0,18.17,,,,,100.316,,,,,,JPL 48,2460000.5,J2000,0.5402,2.668,1.227,11.11,230.9,190.79,356.38,4.11,0.2261,2460016.53,4.36,0.24,1.27,3.13,AMO,Otto Matic,6194,01/10/05,16/09/22,548,0,0.27132
523611 (2005 UY5),Y,N,0,18.71,,,,,,,,,,,JPL 38,2460000.5,J2000,0.4175,2.227,1.297,7.13,56.52,261.98,129.55,3.16,0.2966,2459563.78,3.32,0.316,2.22,3.52,AMO,Otto Matic,5650,27/10/05,16/04/21,131,0,0.59061
523612 (2006 BH),Y,N,0,18.3,,,,,,,,,,,JPL 20,2460000.5,J2000,0.6448,3.24,1.151,31.08,306.1,249.17,323.11,5.33,0.169,2460218.77,5.83,0.394,1.71,2.64,AMO,Otto Matic,4602,29/12/05,05/08/18,97,0,0.5432
523613 (2006 SJ198),Y,N,0,17.89,,,,,,,,,,,JPL 29,2460000.5,J2000,0.455,2.09,1.139,2.42,266.54,212.87,68.74,3.04,0.3262,2459789.73,3.02,0.157,2.08,3.62,AMO,Otto Matic,5489,29/08/06,08/09/21,73,2,0.72835
523614 (2006 TH7),Y,N,0,19.11,,,,,,,,,,,JPL 35,2460000.5,J2000,0.8377,2.506,0.407,18.93,161.4,338.28,10.43,4.61,0.2484,2459958.51,3.97,0.252,0.731,2.79,APO,Otto Matic,5867,21/09/06,14/10/22,115,0,0.48241
523616 (2007 LC15),Y,N,0,18.69,,,,,,,,,,,JPL 28,2460000.5,J2000,0.7383,1.313,0.344,28.38,107.07,341.18,181.51,2.28,0.6549,2460273.03,1.5,0.288,2.99,4.56,APO,Otto Matic,5138,11/06/07,05/07/21,80,1,0.68811
523619 (2007 RX19),Y,N,0,18.5,,,,,8.64,,,,,,JPL 76,2460000.5,J2000,0.5328,1.956,0.914,40.47,349.44,97.08,190.62,3,0.3604,2460470.51,2.74,0.25,3.1,3.45,APO,Otto Matic,4225,14/09/07,09/04/19,549,0,0.40043
523621 (2007 TK8),Y,N,0,21.32,,,,,,,,,,,JPL 49,2460000.5,J2000,0.1598,1.497,1.258,3.1,217.02,171.97,134.91,1.74,0.5383,2459749.86,1.83,0.261,3.66,4.53,AMO,Otto Matic,4871,07/10/07,06/02/21,235,0,0.52481
523623 (2008 CB22),Y,Y,0,19.72,,,,,,,,,,,JPL 38,2460000.5,J2000,0.653,2.366,0.821,7.27,51.18,33.4,65.14,3.91,0.2709,2459760.03,3.64,0.0465,1.41,3.21,APO,Otto Matic,4093,08/02/08,24/04/19,163,0,0.50863
523625 (2008 DG17),Y,N,1,19.63,,,,,3.643,,,,,,JPL 45,2460000.5,J2000,0.4504,1.837,1.01,41.1,324.37,215.1,356.3,2.66,0.3959,2460009.84,2.49,0.079,2.55,3.63,APO,Otto Matic,5470,29/02/08,20/02/23,295,0,0.38639
523626 (2008 PH9),Y,N,0,16.73,,,,,,,,,,,JPL 34,2460000.5,J2000,0.5598,2.914,1.283,35.61,341.25,247.88,8.61,4.55,0.1981,2459957.03,4.98,0.515,1.91,2.79,AMO,Otto Matic,3717,06/08/08,10/10/18,101,0,0.57905
523628 (2008 RT26),Y,N,0,19.49,,,,,,,,,,,JPL 85,2460000.5,J2000,0.4618,2.246,1.209,2.22,7.07,30.76,98.65,3.28,0.2929,2459663.69,3.37,0.215,2.16,3.48,AMO,Otto Matic,3770,07/09/08,03/01/19,344,0,0.48868
523630 (2009 OG),Y,Y,0,16.18,,,,,,,,,,,JPL 65,2460000.5,J2000,0.8586,2.705,0.383,48.39,309.4,114.15,4.88,5.03,0.2215,2459978.47,4.45,0.0419,2.87,2.41,APO,Otto Matic,5013,17/07/09,08/04/23,309,0,0.33893
523631 (2009 SX1),Y,N,0,18.88,,0.564,,0.167,4.1321,,,,,,JPL 112,2460000.5,J2000,0.4471,1.722,0.952,8.29,335.03,115.35,306.79,2.49,0.4361,2460122.51,2.26,0.073,2.77,4.04,APO,Otto Matic,6587,11/08/02,23/08/20,881,0,0.32358
523632 (2009 UX17),Y,N,0,21.53,,0.309,,0.042,,,,,,,JPL 65,2460000.5,J2000,0.0835,1.189,1.09,10.8,216.09,278.6,11.05,1.29,0.76,2459985.96,1.3,0.15,3.72,5.31,AMO,Otto Matic,4914,22/10/09,06/04/23,341,0,0.46993
523633 (2009 XR2),Y,N,0,18.92,,,,,5.828,,,,,,JPL 64,2460000.5,J2000,0.2889,1.491,1.06,26.72,271.48,131.07,111.73,1.92,0.5413,2459794.08,1.82,0.152,3.52,4.41,AMO,Otto Matic,7351,30/11/00,15/01/21,535,0,0.30353
523636 (2010 EX119),Y,N,0,19.42,,0.55,,0.086,,,,,,,JPL 33,2460000.5,J2000,0.5952,1.903,0.77,15.57,211.84,22.26,309.36,3.04,0.3754,2460135.38,2.63,0.159,1.98,3.67,APO,Otto Matic,4669,13/03/10,24/12/22,102,0,0.49046
523637 (2010 LT108),Y,N,0,19.53,,0.602,,0.059,,,,,,,JPL 28,2460000.5,J2000,0.371,1.349,0.849,31.88,161.13,9.48,88.02,1.85,0.6289,2459860.53,1.57,0.138,3.13,4.66,APO,Otto Matic,4013,13/06/10,08/06/21,85,0,0.44456
523638 (2010 MQ1),Y,N,0,20.29,,,,,,,,,,,JPL 18,2460000.5,J2000,0.5081,1.938,0.953,37.34,284.42,285.57,278.53,2.92,0.3653,2460223.52,2.7,0.199,2.95,3.52,APO,Otto Matic,3089,19/02/10,05/08/18,49,0,0.42487
523641 (2010 RO82),Y,N,0,17.14,,,,,12.4809,,,,,,JPL 141,2460000.5,J2000,0.6074,2.51,0.986,18.09,21.2,66.49,9.44,4.04,0.2478,2459962.42,3.98,0.166,1.83,3.12,APO,Otto Matic,4593,10/09/10,08/04/23,622,0,0.52575
523648 (2010 WP8),Y,N,0,18.44,,,,,,,,,,,JPL 63,2460000.5,J2000,0.4423,2.003,1.117,18.15,269.75,218.43,86.1,2.89,0.3477,2459752.88,2.83,0.183,2.34,3.66,AMO,Otto Matic,5035,20/12/07,02/10/21,230,0,0.49226
523650 (2011 GQ61),Y,Y,0,18.59,,,,,,,,,,,JPL 29,2460000.5,J2000,0.4121,1.59,0.935,65.15,333.52,155.11,344.28,2.25,0.4915,2460032.49,2.01,0.028,2.86,3.69,APO,Otto Matic,4181,04/04/11,14/09/22,83,0,0.58369
523651 (2011 GA62),Y,N,0,18.89,,,,,2.6511,,,,,,JPL 90,2460000.5,J2000,0.4984,2.286,1.147,9.98,264.24,12.5,126.24,3.43,0.2851,2459557.73,3.46,0.134,1.73,3.41,AMO,Otto Matic,2741,11/04/11,12/10/18,478,0,0.36182
523654 (2011 SR5),Y,Y,0,20.95,,,,,10.07,,,,,,JPL 26,2460000.5,J2000,0.7056,1.178,0.347,29.13,180.11,305.55,294.5,2.01,0.7707,2460085.5,1.28,0.000617,3.3,5,APO,Otto Matic,3275,19/09/11,06/09/20,228,0,0.38298
523656 (2011 WO4),Y,Y,0,19.29,,,,,,,,,,,JPL 30,2460000.5,J2000,0.4975,1.738,0.873,60.94,225.18,235.99,308.51,2.6,0.4303,2460120.16,2.29,0.0291,3.35,3.48,APO,Otto Matic,2732,17/11/11,11/05/19,115,0,0.2978
523657 (2012 DJ4),Y,N,0,20.44,,,,,,,,,,,JPL 26,2460000.5,J2000,0.3399,1.795,1.185,7.85,155.28,271.47,256.89,2.4,0.4099,2460252.06,2.4,0.247,2.96,3.99,AMO,Otto Matic,2432,19/01/12,16/09/18,82,0,0.64372
523660 (2012 KY41),Y,N,0,18.25,,,,,,,,,,,JPL 36,2460000.5,J2000,0.4719,2.033,1.073,23.06,220.88,144.19,160.9,2.99,0.3401,2459527.47,2.9,0.133,2.63,3.57,AMO,Otto Matic,3539,21/05/12,28/01/22,106,0,0.52525
523661 (2012 LF11),Y,N,0,20.79,,,,,,,,,,,JPL 42,2460000.5,J2000,0.4831,0.8969,0.464,11.66,222.16,263.59,303.27,1.33,1.16,2460049.39,0.849,0.111,3.78,6.51,ATE,Otto Matic,2647,14/06/12,13/09/19,238,0,0.34646
523662 (2012 MU2),Y,Y,0,20.77,,,,,,,,,,,JPL 60,2460000.5,J2000,0.5139,2.055,0.999,11.22,250.31,16.6,223.28,3.11,0.3346,2460409.08,2.95,0.000814,2,3.59,APO,Otto Matic,2277,18/06/12,12/09/18,216,0,0.34749
523663 (2012 OZ),Y,N,0,20.09,,,,,,,,,,,JPL 36,2460000.5,J2000,0.3961,2.125,1.284,21.84,123.67,224.78,132.08,2.97,0.3181,2459585.28,3.1,0.337,2.57,3.54,AMO,Otto Matic,2149,18/07/12,06/06/18,174,0,0.30971
523664 (2012 OD1),Y,Y,0,18.52,,0.346,,0.536,12.63,,,,,,JPL 131,2460000.5,J2000,0.5027,0.8287,0.412,42.27,303.73,224.36,127.29,1.25,1.306,2459903.06,0.754,0.0388,3.91,6.79,ATE,Otto Matic,3340,19/07/12,10/09/21,753,0,0.31421
523665 (2012 RF15),Y,N,0,20.05,,,,,,,,,,,JPL 69,2460000.5,J2000,0.4071,2.055,1.219,5.37,29.02,297.93,201.61,2.89,0.3346,2460473.93,2.95,0.225,2.49,3.67,AMO,Otto Matic,3361,13/09/12,26/11/21,309,0,0.39841
523666 (2012 RS16),Y,N,0,21.21,,,,,,,,,,,JPL 34,2460000.5,J2000,0.4357,2.1,1.185,5.03,218.99,99.68,168.6,3.02,0.3238,2459479.83,3.04,0.195,2.35,3.62,AMO,Otto Matic,3164,14/09/12,14/05/21,193,0,0.36247
523667 (2012 TM139),Y,N,0,19.68,,,,,2.68,,,,,,JPL 96,2460000.5,J2000,0.442,2.116,1.181,4.49,283.88,45.64,157.58,3.05,0.3203,2459508.48,3.08,0.178,2.34,3.6,AMO,Otto Matic,2100,10/10/12,11/07/18,505,0,0.32774
523668 (2012 UV27),Y,N,0,19.61,,,,,,,,,,,JPL 71,2460000.5,J2000,0.4395,2.105,1.18,5.17,305.46,349.44,187.71,3.03,0.3228,2460534.17,3.05,0.164,2.2,3.61,AMO,Otto Matic,3301,16/10/12,30/10/21,300,0,0.4675
523669 (2012 XS134),Y,N,0,18.45,,,,,,,,,,,JPL 50,2460000.5,J2000,0.4692,2.168,1.151,20.4,73.64,290.6,110.37,3.19,0.3087,2459642.92,3.19,0.315,2.6,3.47,AMO,Otto Matic,2039,10/12/12,11/07/18,187,0,0.40646
523670 (2013 EP41),Y,N,0,19.3,,,,,12.28,,,,,,JPL 58,2460000.5,J2000,0.2512,1.709,1.279,23.07,166.71,173.14,3.5,2.14,0.4413,2459992.58,2.23,0.272,3.28,4.07,AMO,Otto Matic,3310,08/03/13,31/03/22,462,0,0.34372
523679 (2013 YB38),Y,N,0,17.84,,,,,,,,,,,JPL 41,2460000.5,J2000,0.4978,2.231,1.12,23.04,248.48,306.73,222.6,3.34,0.2958,2460465.02,3.33,0.225,2.03,3.38,AMO,Otto Matic,10002,19/01/94,08/06/21,158,0,0.4012
523685 (2014 DN112),Y,Y,0,20.03,,,,,,,,,,,JPL 32,2460000.5,J2000,0.494,1.848,0.935,4.3,260.2,145.87,268.44,2.76,0.3922,2460233.94,2.51,0.00229,2.66,3.85,APO,Otto Matic,1783,28/02/14,16/01/19,107,0,0.42155
523694 (2014 GF50),Y,N,0,20.74,,,,,,,,,,,JPL 30,2460000.5,J2000,0.2147,1.542,1.211,8.18,86.24,202.87,166.26,1.87,0.5149,2459677.59,1.91,0.2,3.27,4.43,AMO,Otto Matic,3151,08/04/14,23/11/22,96,1,0.47755
523707 (2014 JM25),Y,N,0,21.42,,,,,,,,,,,JPL 31,2460000.5,J2000,0.191,1.565,1.266,8.48,93.35,206.16,123.84,1.86,0.5035,2459754.56,1.96,0.256,3.31,4.39,AMO,Otto Matic,3087,04/05/14,16/10/22,100,0,0.4892
523728 (2014 ON344),Y,N,0,22.6,,,,,,,,,,,JPL 21,2460000.5,J2000,0.3417,1.004,0.661,25.69,127.06,335.91,60.86,1.35,0.9802,2459938.41,1.01,0.228,3.79,5.93,APO,Otto Matic,2177,28/07/14,13/07/20,58,1,0.64018
523732 (2014 PG51),Y,Y,0,20.66,,,,,,,,,,,JPL 47,2460000.5,J2000,0.4529,1.206,0.66,3.79,275.77,294.11,225.15,1.75,0.7443,2460181.67,1.32,0.023,3.22,5.17,APO,Otto Matic,4416,15/09/10,18/10/22,205,0,0.461
523737 (2014 RC11),Y,N,0,20.64,,,,,,,,,,,JPL 43,2460000.5,J2000,0.2446,1.559,1.178,19.54,172.14,243.18,74.85,1.94,0.5061,2459852.6,1.95,0.274,3.56,4.34,AMO,Otto Matic,3118,01/09/14,16/03/23,147,0,0.52919
523747 (2014 US192),Y,N,0,18.82,,0.873,,0.077,,,,,,,JPL 39,2460000.5,J2000,0.7589,2.204,0.531,14.66,175.02,340.66,170.17,3.88,0.3013,2459435.67,3.27,0.231,1.2,3.18,APO,Otto Matic,5054,24/09/04,27/07/18,223,0,0.45564
523775 (2014 YB35),Y,Y,1,19.11,,0.279,,0.569,3.277,,,,,,JPL 81,2460000.5,J2000,0.4841,1.876,0.968,12.65,3.73,188.63,26.57,2.78,0.3836,2459931.24,2.57,0.0243,2.18,3.8,APO,Otto Matic,1965,27/12/14,14/05/20,741,0,0.23506
523779 (2015 AX16),Y,N,0,18.01,,,,,5.658,,,,,,JPL 86,2460000.5,J2000,0.5557,2.455,1.091,9.26,182.19,220.97,47.3,3.82,0.2563,2459815.91,3.85,0.13,1.66,3.25,AMO,Otto Matic,8445,12/02/00,28/03/23,782,0,0.31632
523781 (2015 BV92),Y,N,0,19.93,,,,,,,,,,,JPL 39,2460000.5,J2000,0.2893,1.662,1.181,12.62,320.16,169.26,287.79,2.14,0.4601,2460157.43,2.14,0.197,2.92,4.19,AMO,Otto Matic,2768,17/01/15,16/08/22,128,1,0.45353
523786 (2015 DP),Y,N,0,18.41,,,,,,,,,,,JPL 38,2460000.5,J2000,0.3661,1.989,1.261,59.47,145.34,93.12,252.04,2.72,0.3515,2460307.66,2.8,0.601,3.19,3.2,AMO,Otto Matic,2438,24/01/15,27/09/21,138,0,0.51168
523788 (2015 FP118),Y,Y,0,19.48,,,,,3.0917,,,,,,JPL 102,2460000.5,J2000,0.5501,2.12,0.954,2.68,201.35,108.17,169.99,3.29,0.3192,2459468.02,3.09,0.0297,2.02,3.52,APO,Otto Matic,2417,21/03/15,01/11/21,728,0,0.35597
523792 (2015 MR101),Y,N,0,18.4,,,,,,,,,,,JPL 28,2460000.5,J2000,0.5223,1.336,0.638,32.13,274.92,188.89,203.18,2.03,0.6385,2460246.1,1.54,0.342,3.17,4.63,APO,Otto Matic,2158,17/06/15,14/05/21,73,1,0.46276
523795 (2015 TQ178),Y,N,0,20.47,,,,,,,,,,,JPL 14,2460000.5,J2000,0.4826,2.137,1.106,3.71,262.84,46.83,159.68,3.17,0.3155,2459494.38,3.12,0.102,2.14,3.56,AMO,Otto Matic,9096,24/07/93,19/06/18,51,0,0.62157
523796 (2016 LE51),Y,N,0,20.03,,,,,,,,,,,JPL 17,2460000.5,J2000,0.6613,1.096,0.371,30.94,91.87,342.84,129.48,1.82,0.8594,2459849.83,1.15,0.295,3.49,5.34,APO,Otto Matic,2188,11/06/16,08/06/22,59,2,0.41239
523799 (2017 DO36),Y,N,0,17.87,,,,,,,,,,,JPL 24,2460000.5,J2000,0.3683,1.755,1.109,57.31,138.24,227.97,335.73,2.4,0.4239,2460057.76,2.33,0.195,3.25,3.55,AMO,Otto Matic,9564,24/01/96,01/04/22,151,0,0.5169
523801 (1993 TQ2),Y,N,0,20,,,,,,,,,Sa,,JPL 106,2460000.5,J2000,0.4191,1.985,1.153,6.04,13.21,77.85,152.65,2.82,0.3523,2459567.24,2.8,0.201,2.45,3.74,AMO,Otto Matic,10399,11/10/93,01/04/22,486,0,0.43063
523802 (1998 KH9),Y,N,0,18.53,,,,,,,,,,,JPL 32,2460000.5,J2000,0.4594,2.202,1.19,17.67,82.62,185.39,194.01,3.21,0.3016,2460550.87,3.27,0.175,1.9,3.46,AMO,Otto Matic,8478,22/05/98,07/08/21,227,0,0.53868
523803 (1999 RV2),Y,N,0,18.88,,,,,,,,,,,JPL 65,2460000.5,J2000,0.5116,2.436,1.19,4.75,334.25,45.07,49.13,3.68,0.2593,2459811.02,3.8,0.199,1.82,3.31,AMO,Otto Matic,8584,12/08/99,11/02/23,401,0,0.54976
523804 (2000 YF29),Y,Y,0,20.31,,,,,,,,,S,,JPL 99,2460000.5,J2000,0.3715,1.492,0.938,6.3,124.75,28.12,31.42,2.05,0.5407,2459942.38,1.82,0.00953,2.95,4.47,APO,Otto Matic,7527,25/11/00,05/07/21,492,0,0.40558
523805 (2001 QA143),Y,N,0,19.93,,,,,11.78,,,,Sk,,JPL 84,2460000.5,J2000,0.493,2.26,1.146,6.83,305.31,98.54,96.24,3.37,0.29,2459668.66,3.4,0.199,2.13,3.44,AMO,Otto Matic,6383,11/08/01,01/02/19,357,0,0.48358
523806 (2002 WW17),Y,N,0,17.52,,,,,10.5106,,,,,,JPL 44,2460000.5,J2000,0.6536,3.029,1.049,18.52,68.99,93.6,277.86,5.01,0.187,2460439.74,5.27,0.292,1.36,2.81,AMO,Otto Matic,6047,18/11/02,09/06/19,251,0,0.43183
523807 (2003 LG),Y,N,0,18.55,,,,,,,,,,,JPL 33,2460000.5,J2000,0.7354,1.911,0.506,11.89,124.48,18.87,187.43,3.32,0.3729,2460463.23,2.64,0.183,1.73,3.53,APO,Otto Matic,5845,02/06/03,03/06/19,207,0,0.50017
523808 (2007 ML24),Y,Y,0,19.34,,,,,,,,,,,JPL 19,2460000.5,J2000,0.3585,0.7587,0.487,33.44,281.88,201.48,112.26,1.03,1.492,2459925.23,0.661,0.0236,4.1,7.45,ATE,Otto Matic,5515,21/06/07,27/07/22,46,1,0.49539
523809 (2007 TV18),Y,N,0,23.79,,,,,,,,,,,JPL 34,2460000.5,J2000,0.3482,1.238,0.807,0.93,353.25,289.35,114.47,1.67,0.7151,2459840.43,1.38,0.00157,3.47,5.12,APO,Otto Matic,4024,09/10/07,15/10/18,107,0,0.51905
523810 (2008 RG98),Y,N,0,17.24,,,,,,,,,,,JPL 81,2460000.5,J2000,0.7677,2.191,0.509,10.73,340.04,168.54,115.25,3.87,0.304,2459621.38,3.24,0.176,1.15,3.19,APO,Otto Matic,6501,15/09/04,04/07/22,336,0,0.45777
523811 (2008 TQ2),Y,N,0,20.82,,,,,1.3549,,,,,,JPL 96,2460000.5,J2000,0.4198,1.843,1.069,3.87,225.34,235.46,238.21,2.62,0.394,2460309.6,2.5,0.102,2.58,3.9,AMO,Otto Matic,3835,03/10/08,04/04/19,353,0,0.47587
523812 (2008 TY3),Y,N,0,24.06,,,,,,,,,,,JPL 27,2460000.5,J2000,0.3918,1.839,1.118,3.25,25.4,327.54,283.9,2.56,0.3953,2460193.04,2.49,0.116,2.88,3.92,AMO,Otto Matic,3691,06/10/08,14/11/18,84,0,0.55989
523813 (2008 VB1),Y,Y,0,20.65,,,,,,,,,,,JPL 46,2460000.5,J2000,0.2752,1.278,0.926,10.32,50.35,136.98,214.71,1.63,0.6821,2460213.5,1.44,0.0204,3.33,5.01,APO,Otto Matic,5971,26/09/05,31/01/22,142,0,0.54428
