spkid,full_name,pdes,name,prefix,neo,pha,sats,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A1_sigma,A2,A2_sigma,A3,A3_sigma,DT,DT_sigma
2011405, 11405 (1999 CV3),11405,,,Y,N,0,15.19,,,,,,,3.621,,0.112,6.504,,,,,Sq,,,0.06,JPL 632,2460000.5,60000,2023-02-25.0,J2000,0.3939,1.46,0.885,22.86,141.26,96.38,178.51,2.03,0.5589,2459681.14,2022-04-11.6,644,1.76,0.118,45.8,3.2,4.46,9.70E-09,5.80E-10,1.40E-08,5.60E-07,1.60E-06,1.90E-06,1.60E-06,8.10E-10,3.30E-10,2.70E-06,3.80E-07,APO,Otto Matic,16179,25/10/78,10/02/23,3994,,,0,0.42613,,,,,,,,,
2014402, 14402 (1991 DB),14402,,,Y,N,0,18.78,,,,,,,0.6,,0.14,2.261,,,,,C,,,,JPL 103,2460000.5,60000,2023-02-25.0,J2000,0.402,1.715,1.025,11.42,158.22,51.34,62.41,2.4,0.439,2459858.32,2022-10-05.8,820,2.25,0.102,39.8,2.59,4.07,2.60E-08,9.50E-10,4.50E-08,4.90E-06,1.20E-05,1.40E-05,4.70E-06,1.30E-09,3.60E-10,1.10E-05,6.80E-07,AMO,Otto Matic,11243,13/02/91,25/11/21,677,,,0,0.46851,,,,,,,,,
2016636, 16636 (1993 QP),16636,,,Y,N,0,18.78,,,,,,,,,,19.01,,,,,,,,,JPL 152,2460000.5,60000,2023-02-25.0,J2000,0.4682,2.31,1.228,7.21,296.81,47.35,146.29,3.39,0.2807,2459479.44,2021-09-21.9,1.28E+03,3.51,0.239,92.9,2.08,3.42,3.30E-08,1.40E-09,7.60E-08,3.70E-06,2.10E-05,2.80E-05,6.40E-06,2.00E-09,2.50E-10,2.30E-05,1.10E-06,AMO,Otto Matic,10363,23/08/93,06/01/22,981,,,0,0.43804,,,,,,,,,
2016657, 16657 (1993 UB),16657,,,Y,N,0,16.69,,,,,,,,,,,,,,,Sr,,,,JPL 107,2460000.5,60000,2023-02-25.0,J2000,0.4606,2.278,1.229,24.95,31.2,21.26,184.29,3.33,0.2867,2460613.31,2024-10-29.8,1.26E+03,3.44,0.253,98.5,2.18,3.35,5.20E-08,3.70E-09,1.20E-07,9.10E-06,1.20E-05,1.70E-05,8.70E-06,5.50E-09,7.10E-10,3.10E-05,3.10E-06,AMO,Otto Matic,10443,23/10/93,27/05/22,516,,,0,0.53882,,,,,,,,,
2016816, 16816 (1997 UF9),16816,,,Y,N,0,16.29,,,,,,,,,,2.449,,,,,,,,,JPL 206,2460000.5,60000,2023-02-25.0,J2000,0.6041,1.443,0.571,25.92,37.15,157.97,114.26,2.31,0.5689,2459799.66,2022-08-08.1,633,1.73,0.379,148,2.67,4.36,7.70E-08,4.30E-09,1.10E-07,9.00E-06,7.60E-06,9.10E-06,1.40E-05,6.90E-09,2.50E-09,2.50E-05,2.80E-06,APO,Otto Matic,8801,29/10/97,03/12/21,1067,,,0,0.51173,,,,,,,,,
2016834, 16834 (1997 WU22),16834,,,Y,N,0,15.8,,,,,,,1.87,,0.22,9.345,,,,,S,,,,JPL 571,2460000.5,60000,2023-02-25.0,J2000,0.4422,1.468,0.819,15.99,260.77,334.33,275.08,2.12,0.5542,2460153.72,2023-07-28.2,650,1.78,0.146,56.9,2.92,4.46,1.10E-08,8.70E-10,1.60E-08,1.40E-06,3.60E-06,4.60E-06,4.80E-06,1.30E-09,4.90E-10,8.90E-06,5.80E-07,APO,Otto Matic,12594,08/10/88,02/04/23,3333,1,1,0,0.43838,,,,,,,,,
2017181, 17181 (1999 UM3),17181,,,Y,N,0,16.6,,,,,,,,,,,,,,,,,,,JPL 94,2460000.5,60000,2023-02-25.0,J2000,0.6739,2.37,0.773,10.65,113.56,36.79,113.73,3.97,0.2702,2459579.57,2021-12-31.0,1.33E+03,3.65,0.0718,28,1.13,3.18,5.00E-08,6.10E-09,1.20E-07,5.70E-06,2.90E-05,2.90E-05,3.30E-06,1.00E-08,1.00E-09,1.20E-05,5.10E-06,APO,Otto Matic,24329,24/10/55,03/06/22,455,,,0,0.53375,,,,,,,,,
2017182, 17182 (1999 VU),17182,,,Y,N,0,17.15,,,,,,,2.885,,0.028,6.61,,,,,,,,0.2,JPL 241,2460000.5,60000,2023-02-25.0,J2000,0.5536,1.387,0.619,9.27,333.51,203.2,23.69,2.15,0.6034,2459961.25,2023-01-16.7,597,1.63,0.144,55.9,2.82,4.6,3.90E-08,2.70E-09,5.40E-08,3.30E-06,2.40E-05,2.30E-05,6.10E-06,4.20E-09,1.70E-09,1.00E-05,1.70E-06,APO,Otto Matic,16582,18/07/77,11/12/22,1223,,,0,0.46031,,,,,,,,,
2017188, 17188 (1999 WC2),17188,,,Y,N,0,16.45,,,,,,,1.819,,0.147,5.0638,,,,,,,,0.23,JPL 147,2460000.5,60000,2023-02-25.0,J2000,0.6371,2.216,0.804,29.45,269.77,287.26,353.07,3.63,0.2988,2460023.68,2023-03-20.1,1.20E+03,3.3,0.0629,24.5,2.39,3.22,2.80E-08,4.30E-09,6.40E-08,9.60E-06,9.60E-06,1.10E-05,3.00E-06,7.00E-09,8.60E-10,1.00E-05,3.50E-06,APO,Otto Matic,11901,27/07/90,25/02/23,578,1,0,0,0.41712,,,,,,,,,
2017274, 17274 (2000 LC16),17274,,,Y,N,0,16.87,,,,,,,3.183,,0.037,16.495,,,,,Xk,,,0.11,JPL 227,2460000.5,60000,2023-02-25.0,J2000,0.5537,2.733,1.22,5.57,305.73,21.4,358.36,4.25,0.2181,2460008,2023-03-04.5,1.65E+03,4.52,0.21,81.6,1.15,3.1,1.90E-08,2.50E-09,5.30E-08,2.90E-06,2.20E-05,2.20E-05,2.10E-06,4.00E-09,3.10E-10,9.80E-06,2.30E-06,AMO,Otto Matic,24290,23/10/55,24/04/22,1906,,,0,0.34481,,,,,,,,,
2017511, 17511 (1992 QN),17511,,,Y,N,0,17.27,,,,,,,,,,5.9902,,,,,X,,,,JPL 346,2460000.5,60000,2023-02-25.0,J2000,0.3588,1.19,0.763,9.58,355.9,202.42,275.15,1.62,0.7597,2460112.19,2023-06-16.6,474,1.3,0.132,51.5,3.34,5.25,3.40E-08,7.00E-10,4.10E-08,3.00E-06,1.40E-05,1.50E-05,9.00E-06,9.50E-10,6.70E-10,1.20E-05,4.20E-07,APO,Otto Matic,11100,29/08/92,19/01/23,2695,0,1,0,0.36451,,,,,,,,,
2018109, 18109 (2000 NG11),18109,,,Y,N,0,17.2,,,,,,,,,,4.25,,,,,,,,,JPL 275,2460000.5,60000,2023-02-25.0,J2000,0.3679,1.881,1.189,0.81,59.54,319.27,248.21,2.57,0.3821,2460293.11,2023-12-14.6,942,2.58,0.19,73.8,2.89,3.88,2.60E-08,2.00E-09,4.90E-08,2.20E-06,1.70E-04,1.70E-04,2.70E-06,2.70E-09,5.90E-10,7.20E-06,1.50E-06,AMO,Otto Matic,25767,08/11/51,26/05/22,1525,,,0,0.43386,,,,,,,,,
2018172, 18172 (2000 QL7),18172,,,Y,N,0,15.61,,,,,,,,,,2.37512,,,,,,,,,JPL 302,2460000.5,60000,2023-02-25.0,J2000,0.5112,2.425,1.185,17.83,338.46,100.7,305.8,3.66,0.2611,2460208.13,2023-09-20.6,1.38E+03,3.78,0.365,142,2.08,3.26,2.10E-08,3.80E-09,5.10E-08,4.70E-06,9.40E-06,1.30E-05,2.80E-06,5.80E-09,6.20E-10,1.10E-05,3.30E-06,AMO,Otto Matic,15646,21/07/77,22/05/20,4233,,,0,0.26305,,,,,,,,,
2018736, 18736 (1998 NU),18736,,,Y,N,0,15.99,,,,,,,,,,2.4753,,,,,Sk,,,,JPL 289,2460000.5,60000,2023-02-25.0,J2000,0.4908,2.35,1.197,2.81,297.43,222.96,35.44,3.5,0.2735,2459870.95,2022-10-18.4,1.32E+03,3.6,0.209,81.4,1.5,3.38,2.50E-08,4.40E-09,5.90E-08,2.60E-06,5.40E-05,5.40E-05,1.80E-06,6.50E-09,7.60E-10,6.30E-06,3.70E-06,AMO,Otto Matic,24658,25/05/54,27/11/21,1728,,,0,0.44543,,,,,,,,,
2018882, 18882 (1999 YN4),18882,,,Y,N,0,16.03,,,,,,,,,,2.466,,,,,S,,,,JPL 301,2460000.5,60000,2023-02-25.0,J2000,0.2321,1.685,1.294,36.81,291.69,242.64,139.58,2.08,0.4506,2459690.72,2022-04-21.2,799,2.19,0.431,168,3.23,3.97,4.20E-08,4.30E-09,7.10E-08,8.50E-06,5.90E-06,1.60E-05,1.40E-05,5.30E-09,1.70E-09,3.20E-05,3.10E-06,AMO,Otto Matic,25044,04/01/54,30/07/22,1581,,,0,0.40899,,,,,,,,,
2019356, 19356 (1997 GH3),19356,,,Y,N,0,17.01,,,,,,,0.91,,0.34,6.714,,,,,S,,,,JPL 101,2460000.5,60000,2023-02-25.0,J2000,0.5597,2.509,1.105,3.01,186.5,334.21,205.63,3.91,0.248,2460623.07,2024-11-08.5,1.45E+03,3.98,0.116,45.1,1.09,3.22,3.30E-08,1.20E-08,8.20E-08,5.70E-06,7.10E-05,7.10E-05,1.40E-05,1.80E-08,1.70E-09,6.20E-05,1.00E-05,AMO,Otto Matic,10260,02/11/92,05/12/20,657,,,0,0.56838,,,,,,,,,
2019764, 19764 (2000 NF5),19764,,,Y,N,0,16.12,,,,,,,1.572,,0.342,59.263,,,,,,,,0.07,JPL 355,2460000.5,60000,2023-02-25.0,J2000,0.4426,2.234,1.245,1.32,281.49,9.6,289.69,3.22,0.2953,2460238.65,2023-10-21.1,1.22E+03,3.34,0.228,88.7,1.99,3.5,2.50E-08,3.20E-09,5.70E-08,2.20E-06,1.50E-04,1.50E-04,4.10E-06,4.60E-09,6.40E-10,1.40E-05,2.60E-06,AMO,Otto Matic,11903,28/08/90,31/03/23,3068,,,0,0.33499,,,,,,,,,
2020086, 20086 (1994 LW),20086,,,Y,N,0,16.7,,,,,,,,,,,,,,,,,,,JPL 83,2460000.5,60000,2023-02-25.0,J2000,0.6231,3.183,1.2,21.77,237.15,58.01,11.88,5.17,0.1736,2459932.04,2022-12-18.5,2.07E+03,5.68,0.318,124,1.15,2.77,4.10E-08,2.10E-08,1.30E-07,1.20E-05,1.80E-05,2.20E-05,5.90E-06,3.50E-08,1.70E-09,3.30E-05,2.10E-05,AMO,Otto Matic,10172,03/06/94,09/04/22,513,,,0,0.54627,,,,,,,,,
2020236, 20236 (1998 BZ7),20236,,,Y,N,0,17.71,,,,,,,,,,10.182,,,,,,,,,JPL 43,2460000.5,60000,2023-02-25.0,J2000,0.5602,2.035,0.895,6.5,111.31,104.44,198.93,3.18,0.3395,2460474.95,2024-06-13.4,1.06E+03,2.9,0.0508,19.8,1.83,3.59,6.10E-08,1.60E-08,1.20E-07,6.90E-06,5.40E-05,5.90E-05,4.40E-05,2.50E-08,4.10E-09,1.40E-04,1.30E-05,APO,Otto Matic,9019,24/01/98,04/10/22,343,,,0,0.51661,,,,,,,,,
2020255, 20255 (1998 FX2),20255,,,Y,N,0,18.45,,,,,,,,,,6.804,,,,,Sq,,,,JPL 48,2460000.5,60000,2023-02-25.0,J2000,0.4923,2.151,1.092,9.96,180.94,17.58,317.27,3.21,0.3124,2460137.27,2023-07-11.7,1.15E+03,3.15,0.101,39.4,1.75,3.52,2.50E-08,4.10E-09,5.30E-08,5.60E-06,1.10E-05,1.80E-05,1.10E-05,6.10E-09,8.90E-10,3.70E-05,3.30E-06,AMO,Otto Matic,9044,20/03/98,23/12/22,676,,,0,0.55867,,,,,,,,,
2020429, 20429 (1998 YN1),20429,,,Y,N,0,17.75,,,,,,,,,,2.718,,,,,,,,,JPL 104,2460000.5,60000,2023-02-25.0,J2000,0.4642,1.556,0.834,6.3,61.75,147.62,97.9,2.28,0.5077,2459807.68,2022-08-16.1,709,1.94,0.0566,22,2.68,4.31,4.80E-08,5.20E-09,7.40E-08,5.00E-06,3.30E-05,3.50E-05,3.00E-05,7.50E-09,2.50E-09,5.70E-05,3.50E-06,APO,Otto Matic,8437,16/12/98,21/01/22,591,,,0,0.58346,,,,,,,,,
2020790, 20790 (2000 SE45),20790,,,Y,N,0,16.66,,,,,,,,,,2.792,,,,,S,,,,JPL 157,2460000.5,60000,2023-02-25.0,J2000,0.5562,2.753,1.222,8.3,302.9,168.9,310.77,4.28,0.2158,2460228.65,2023-10-11.1,1.67E+03,4.57,0.239,93.1,0.872,3.09,3.80E-08,1.90E-08,1.10E-07,5.00E-06,3.30E-05,3.40E-05,1.50E-05,3.00E-08,2.30E-09,7.20E-05,1.80E-05,AMO,Otto Matic,11151,09/03/92,19/09/22,902,,,0,0.48557,,,,,,,,,
2020826, 20826 (2000 UV13),20826,,,Y,N,0,13.85,,,,,,,3.687,,0.123,5.313,,,,,Sq,,,0.31,JPL 414,2460000.5,60000,2023-02-25.0,J2000,0.6361,2.419,0.88,31.92,347.29,198.69,296.11,3.96,0.262,2460244.34,2023-10-26.8,1.37E+03,3.76,0.0907,35.3,1.19,3.04,1.70E-08,6.10E-09,4.20E-08,1.30E-06,3.30E-06,2.10E-06,3.50E-06,1.00E-08,9.90E-10,1.40E-05,5.20E-06,APO,Otto Matic,25332,01/10/53,08/02/23,2169,,,0,0.41934,,,,,,,,,
2021277, 21277 (1996 TO5),21277,,,Y,N,0,16.18,,,,,,,,,,7.7,,,,,,,,,JPL 228,2460000.5,60000,2023-02-25.0,J2000,0.5204,2.378,1.14,20.95,167.38,250.1,45.69,3.62,0.2688,2459830.52,2022-09-08.0,1.34E+03,3.67,0.312,122,2.27,3.27,2.80E-08,6.90E-09,6.60E-08,5.80E-06,1.00E-05,1.20E-05,7.70E-06,1.10E-08,1.20E-09,2.80E-05,5.90E-06,AMO,Otto Matic,12105,04/02/90,28/03/23,973,,,0,0.4989,,,,,,,,,
2021374, 21374 (1997 WS22),21374,,,Y,N,0,17.47,,,,,,,,,,3.405,,,,,,,,,JPL 285,2460000.5,60000,2023-02-25.0,J2000,0.1205,1.269,1.116,23.98,59.2,197.18,35.87,1.42,0.6892,2459948.45,2023-01-03.9,522,1.43,0.109,42.5,3.59,5,2.30E-08,1.60E-09,2.90E-08,4.40E-06,4.40E-06,1.20E-05,1.30E-05,1.80E-09,1.30E-09,1.90E-05,1.00E-06,AMO,Otto Matic,17084,22/09/74,01/07/21,1352,1,0,0,0.44707,,,,,,,,,
2022099, 22099 (2000 EX106),22099,,,Y,N,0,17.98,,,,,,,0.524,,0.444,6.334,,,,,S:,,,0.11,JPL 280,2460000.5,60000,2023-02-25.0,J2000,0.2763,1.104,0.799,9.85,136.44,186.57,170.67,1.41,0.8492,2459799.52,2022-08-08.0,424,1.16,0.168,65.3,3.88,5.58,3.10E-08,7.20E-10,3.40E-08,3.30E-06,1.40E-05,1.70E-05,1.30E-05,9.20E-10,8.30E-10,1.60E-05,4.20E-07,APO,Otto Matic,10639,30/01/94,18/03/23,1389,,,0,0.46288,,,,,,,,,
2022771, 22771 (1999 CU3),22771,,,Y,N,0,16.96,,,,,,,,,,3.782,,,,,Sl,,,,JPL 465,2460000.5,60000,2023-02-25.0,J2000,0.5239,1.576,0.751,11.4,338.95,305.8,318.08,2.4,0.498,2460084.68,2023-05-20.1,723,1.98,0.0635,24.7,2.84,4.22,1.30E-08,1.20E-09,2.10E-08,4.10E-06,7.10E-06,7.60E-06,5.00E-06,1.90E-09,5.80E-10,1.00E-05,8.40E-07,APO,Otto Matic,8809,10/02/99,25/03/23,2562,5,1,0,0.4593,,,,,,,,,
2023183, 23183 (2000 OY21),23183,,,Y,N,0,16.07,,,,,,,1.098,,0.64,6.9809,,,,,,,,0.05,JPL 256,2460000.5,60000,2023-02-25.0,J2000,0.4009,1.824,1.093,40.97,119.65,301.44,359.13,2.56,0.4001,2460002.68,2023-02-27.1,900,2.46,0.257,99.8,3.06,3.67,5.70E-08,6.60E-09,1.00E-07,4.50E-06,6.00E-06,1.00E-05,1.80E-05,9.30E-09,2.20E-09,4.50E-05,4.90E-06,AMO,Otto Matic,10273,03/06/94,19/07/22,1241,,,0,0.44425,,,,,,,,,
2023548, 23548 (1994 EF2),23548,,,Y,N,0,17.13,,,,,,,,,,,,,,,Q,,,,JPL 64,2460000.5,60000,2023-02-25.0,J2000,0.5176,2.29,1.104,23.44,345.86,124.28,142.39,3.47,0.2845,2459500.02,2021-10-12.5,1.27E+03,3.46,0.241,93.9,2.02,3.31,9.90E-08,8.60E-09,2.30E-07,2.30E-05,1.80E-05,2.50E-05,1.50E-05,1.30E-08,1.60E-09,5.00E-05,7.10E-06,AMO,Otto Matic,10082,11/03/94,17/10/21,247,,,0,0.48906,,,,,,,,,
2023606, 23606 (1996 AS1),23606,,,Y,N,0,18.4,,,,,,,0.866,,0.123,,,,,,,,,0.01,JPL 131,2460000.5,60000,2023-02-25.0,J2000,0.3611,1.75,1.118,14.36,296.62,357.62,94.85,2.38,0.4257,2459777.7,2022-07-17.1,846,2.32,0.101,39.5,2.83,4.02,3.10E-08,7.40E-09,5.30E-08,5.00E-06,8.80E-06,1.30E-05,4.80E-06,1.00E-08,2.70E-09,1.20E-05,5.40E-06,AMO,Otto Matic,13647,18/07/85,28/11/22,722,,,0,0.38306,,,,,,,,,
2023714, 23714 (1998 EC3),23714,,,Y,N,0,16.85,,,,,,,,,,,,,,,,,,,JPL 113,2460000.5,60000,2023-02-25.0,J2000,0.5163,2.128,1.029,8.4,127.86,128.95,334.55,3.23,0.3174,2460080.66,2023-05-16.1,1.13E+03,3.11,0.0809,31.5,1.9,3.53,5.00E-08,4.30E-09,1.10E-07,4.10E-06,4.90E-05,5.00E-05,4.60E-06,6.50E-09,9.60E-10,1.40E-05,3.40E-06,AMO,Otto Matic,9164,01/03/98,03/04/23,725,,,0,0.55143,,,,,,,,,
2024443, 24443 (2000 OG),24443,,,Y,N,0,16.42,,,,,,,,,,4.069,,,,,,,,,JPL 132,2460000.5,60000,2023-02-25.0,J2000,0.8223,2.311,0.411,25.75,178.12,231.17,139.14,4.21,0.2805,2459504.42,2021-10-16.9,1.28E+03,3.51,0.151,58.9,1.92,2.93,2.80E-08,5.60E-09,6.50E-08,8.30E-06,1.30E-05,1.20E-05,7.80E-06,1.00E-08,1.00E-09,2.60E-05,4.70E-06,APO,Otto Matic,10536,24/06/93,29/04/22,615,,,0,0.45414,,,,,,,,,
2024445, 24445 (2000 PM8),24445,,,Y,N,0,14.8,,,,,,,,,,6.811,,,,,,,,,JPL 378,2460000.5,60000,2023-02-25.0,J2000,0.546,2.21,1.003,23.78,203.16,219.07,299.51,3.42,0.3,2460202.14,2023-09-14.6,1.20E+03,3.29,0.0803,31.3,2.19,3.35,3.40E-08,6.70E-09,7.50E-08,5.10E-06,8.70E-06,9.20E-06,8.60E-06,1.00E-08,1.40E-09,3.00E-05,5.50E-06,APO,Otto Matic,11460,10/04/91,25/08/22,1561,,,0,0.50439,,,,,,,,,
2024475, 24475 (2000 VN2),24475,,,Y,N,0,16.39,,,,,,,,,,,,,,,Sa,,,,JPL 243,2460000.5,60000,2023-02-25.0,J2000,0.4412,1.975,1.104,14.63,76.4,32.68,0.81,2.85,0.3551,2459998.21,2023-02-22.7,1.01E+03,2.78,0.152,59,2.38,3.7,2.80E-08,5.00E-09,5.70E-08,4.40E-06,1.40E-05,1.60E-05,8.40E-06,7.20E-09,1.40E-09,2.40E-05,3.90E-06,AMO,Otto Matic,8170,01/11/00,16/03/23,1119,,,0,0.38129,,,,,,,,,
2025330, 25330 (1999 KV4),25330,,,Y,N,0,16.79,,,,,,,3.21,,0.052,4.919,,,,,B,,,,JPL 275,2460000.5,60000,2023-02-25.0,J2000,0.3709,1.54,0.969,14.33,50.54,86.09,179.86,2.11,0.5155,2459651.63,2022-03-13.1,698,1.91,0.173,67.2,3.02,4.36,3.50E-08,1.80E-09,5.50E-08,5.30E-06,1.40E-05,1.60E-05,9.40E-06,2.50E-09,9.10E-10,1.80E-05,1.20E-06,APO,Otto Matic,15553,16/11/79,16/06/22,1422,,,0,0.48347,,,,,,,,,
2025916, 25916 (2001 CP44),25916,,,Y,N,0,13.68,,,,,,,5.683,,0.177,4.6021,,,,,,,,0.03,JPL 625,2460000.5,60000,2023-02-25.0,J2000,0.4981,2.562,1.286,15.74,94.66,199.8,41.66,3.84,0.2404,2459827.18,2022-09-04.6,1.50E+03,4.1,0.28,109,1.42,3.2,1.30E-08,7.10E-09,3.70E-08,6.00E-07,3.00E-06,3.40E-06,2.70E-06,1.10E-08,9.90E-10,1.00E-05,6.20E-06,AMO,Otto Matic,18171,10/04/73,09/01/23,3750,,,0,0.37246,,,,,,,,,
2026166, 26166 (1995 QN3),26166,,,Y,N,0,16.82,,,,,,,,,,,,,,,,,,,JPL 97,2460000.5,60000,2023-02-25.0,J2000,0.6442,3.301,1.174,14.78,185.71,62.88,232.87,5.43,0.1643,2460774.09,2025-04-08.5,2.19E+03,6,0.273,106,0.743,2.75,7.60E-08,1.50E-08,2.60E-07,2.20E-05,3.40E-05,4.30E-05,1.50E-05,2.40E-08,1.10E-09,9.30E-05,1.50E-05,AMO,Otto Matic,24177,19/08/53,29/10/19,385,,,0,0.57066,,,,,,,,,
2026310, 26310 (1998 TX6),26310,,,Y,N,0,19.31,,,,,,,,,,,,,,,,,,,JPL 35,2460000.5,60000,2023-02-25.0,J2000,0.4685,2.141,1.138,5.38,210.85,98.91,314.98,3.14,0.3147,2460143.54,2023-07-18.0,1.14E+03,3.13,0.158,61.3,2.19,3.56,5.00E-08,5.30E-09,1.10E-07,1.10E-05,7.50E-05,7.70E-05,1.70E-05,7.80E-09,1.20E-09,5.40E-05,4.30E-06,AMO,Otto Matic,25359,08/07/51,11/12/20,123,,,0,0.67714,,,,,,,,,
2026379, 26379 (1999 HZ1),26379,,,Y,N,0,18.2,,,,,,,,,,,,,,,,,,,JPL 25,2460000.5,60000,2023-02-25.0,J2000,0.5761,1.606,0.681,8.68,252.11,200.58,309.38,2.53,0.4842,2460105.04,2023-06-09.5,744,2.04,0.131,51,2.71,4.14,2.50E-07,3.80E-08,4.10E-07,2.50E-05,1.80E-04,1.90E-04,1.30E-04,6.10E-08,1.70E-08,2.70E-04,2.70E-05,APO,Otto Matic,5788,27/08/92,02/07/08,69,,,1,0.69688,,,,,,,,,
2026760, 26760 (2001 KP41),26760,,,Y,N,0,15.51,,,,,,,5.4,,0.042,5.3,,,,,,,,0.37,JPL 229,2460000.5,60000,2023-02-25.0,J2000,0.5576,2.852,1.262,11.02,146.25,155.2,166.39,4.44,0.2046,2459187.44,2020-12-03.9,1.76E+03,4.82,0.258,100,0.934,3.03,3.10E-08,2.30E-08,9.10E-08,5.00E-06,1.60E-05,1.90E-05,2.00E-05,3.70E-08,2.50E-09,8.80E-05,2.20E-05,AMO,Otto Matic,9819,25/03/96,11/02/23,1502,,,0,0.43901,,,,,,,,,
2026817, 26817 (1987 QB),26817,,,Y,N,0,19.49,,,,,,,1.172,,0.027,,,,,,,,,0.61,JPL 38,2460000.5,60000,2023-02-25.0,J2000,0.5942,2.803,1.138,3.5,153.19,156.58,211.01,4.47,0.21,2460710.04,2025-02-03.5,1.71E+03,4.69,0.125,48.6,0.853,3.04,4.30E-08,4.40E-08,1.10E-07,7.40E-06,1.30E-04,1.40E-04,4.30E-05,7.10E-08,5.00E-09,2.20E-04,4.10E-05,AMO,Otto Matic,12226,31/05/87,19/11/20,108,,,0,0.54908,,,,,,,,,
2027031, 27031 (1998 RO4),27031,,,Y,N,0,17.97,,,,,,,,,,,,,,,,,,,JPL 99,2460000.5,60000,2023-02-25.0,J2000,0.4249,2.14,1.231,5.36,191.86,111.84,313.67,3.05,0.3148,2460147.66,2023-07-22.1,1.14E+03,3.13,0.235,91.5,2.25,3.59,4.20E-08,3.50E-09,8.90E-08,5.20E-06,4.10E-05,4.20E-05,9.70E-06,5.00E-09,7.80E-10,3.10E-05,2.80E-06,AMO,Otto Matic,25336,26/08/51,06/01/21,408,,,0,0.5085,,,,,,,,,
2027346, 27346 (2000 DN8),27346,,,Y,N,0,15.91,,,,,,,1.802,,0.256,0.068,,,,,,,,0.07,JPL 294,2460000.5,60000,2023-02-25.0,J2000,0.399,1.875,1.127,36.95,135.21,269.25,64.88,2.62,0.3838,2459831.48,2022-09-08.9,938,2.57,0.443,172,3.34,3.66,4.40E-08,4.80E-09,8.20E-08,5.50E-06,7.30E-06,1.00E-05,1.10E-05,6.80E-09,1.50E-09,2.70E-05,3.60E-06,AMO,Otto Matic,16283,24/08/78,24/03/23,1198,,,0,0.45607,,,,,,,,,
2030825, 30825 (1990 TG1),30825,,,Y,N,0,14.79,,,,,,,,,,2.62428,,,,,,,,,JPL 387,2460000.5,60000,2023-02-25.0,J2000,0.681,2.436,0.777,8.74,205.02,33.68,244.91,4.09,0.2592,2460444.48,2024-05-13.9,1.39E+03,3.8,0.0696,27.1,0.966,3.13,1.70E-08,4.30E-09,4.10E-08,4.00E-06,2.00E-05,2.00E-05,5.00E-06,7.20E-09,6.90E-10,2.00E-05,3.70E-06,APO,Otto Matic,11807,16/09/90,13/01/23,1828,1,1,0,0.44121,,,,,,,,,
2030997, 30997 (1995 UO5),30997,,,Y,N,0,17.3,,,,,,,,,,,,,,,,,,,JPL 65,2460000.5,60000,2023-02-25.0,J2000,0.6434,1.56,0.556,36.26,38.62,151.16,262.69,2.56,0.5058,2460192.88,2023-09-05.3,712,1.95,0.403,157,2.52,4.01,1.50E-07,1.10E-08,2.40E-07,1.50E-05,1.20E-05,1.50E-05,3.90E-05,1.80E-08,5.40E-09,7.80E-05,7.60E-06,APO,Otto Matic,9890,26/10/95,23/11/22,260,,,0,0.60368,,,,,,,,,
2031210, 31210 (1998 BX7),31210,,,Y,N,0,16.39,,,,,,,,,,6.379,,,,,,,,,JPL 257,2460000.5,60000,2023-02-25.0,J2000,0.5023,2.605,1.296,8.96,144.92,271.34,16.96,3.91,0.2344,2459928.17,2022-12-14.6,1.54E+03,4.2,0.354,138,1.61,3.21,2.00E-08,3.80E-09,5.20E-08,3.90E-06,1.80E-05,2.00E-05,3.60E-06,5.70E-09,5.20E-10,1.50E-05,3.40E-06,AMO,Otto Matic,24553,23/11/55,12/02/23,1385,,,0,0.43675,,,,,,,,,
2031221, 31221 (1998 BP26),31221,,,Y,N,0,17.31,,,,,,,,,,2.407,,,,,,,,,JPL 194,2460000.5,60000,2023-02-25.0,J2000,0.2571,1.723,1.28,20.22,331.03,186.82,23.42,2.17,0.4357,2459946.75,2023-01-02.2,826,2.26,0.292,114,2.83,4.06,5.60E-08,3.10E-09,9.80E-08,6.20E-06,7.50E-06,1.10E-05,1.10E-05,3.90E-09,1.20E-09,2.50E-05,2.20E-06,AMO,Otto Matic,8640,28/01/98,24/09/21,1028,,,0,0.44542,,,,,,,,,
