spkid,full_name,pdes,name,prefix,neo,pha,sats,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A1_sigma,A2,A2_sigma,A3,A3_sigma,DT,DT_sigma
2613403,613403 (2006 GB),613403,,,Y,Y,0,20.23,,,,,,,,,,11.83,,,,,,,,,JPL 97,2460000.5,60000,2023-02-25.0,J2000,0.1793,0.9587,0.787,10.06,183.73,242.83,98.57,1.13,1.05,2459906.61,2022-11-23.1,343,0.939,0.0101,3.94,4.07,6.26,8.70E-08,1.80E-09,8.20E-08,7.40E-06,1.90E-05,1.90E-05,3.30E-05,2.10E-09,3.00E-09,3.10E-05,9.70E-07,ATE,Otto Matic,5984,02/04/06,20/08/22,513,,,0,0.40848,,,,,,,,,
2613450,613450 (2006 PY17),613450,,,Y,Y,0,19.3,,,,,,,,,,,,,,,,,,,JPL 56,2460000.5,60000,2023-02-25.0,J2000,0.6401,1.896,0.682,2.85,309.95,133.14,77.17,3.11,0.3776,2459796.11,2022-08-04.6,953,2.61,0.0256,9.97,2.17,3.67,4.70E-08,1.50E-08,8.40E-08,4.70E-06,1.30E-04,1.40E-04,1.80E-05,2.50E-08,4.50E-09,4.70E-05,1.10E-05,APO,Otto Matic,5029,15/08/06,22/05/20,189,,,0,0.56185,,,,,,,,,
2613569,613569 (2006 TU7),613569,,,Y,Y,0,21.87,,,,,,,,,,,,,,,,,,,JPL 42,2460000.5,60000,2023-02-25.0,J2000,0.4704,0.8513,0.451,2.95,91.36,69.21,209.81,1.25,1.255,2460120.2,2023-06-24.6,287,0.785,0.0236,9.18,3.73,6.83,3.30E-08,1.40E-08,3.20E-08,3.30E-06,7.20E-05,6.90E-05,4.40E-05,2.00E-08,3.00E-08,3.70E-05,6.90E-06,ATE,Otto Matic,6551,09/09/02,16/08/20,130,,,0,0.43137,,,,1.20E-13,1.10E-14,,,,
2613714,613714 (2007 DL41),613714,,,Y,Y,0,20.82,,,,,,,,,,,,,,,,,,,JPL 47,2460000.5,60000,2023-02-25.0,J2000,0.4763,1.457,0.763,4.67,150.73,140.23,309.86,2.15,0.5602,2460090.01,2023-05-25.5,643,1.76,0.0463,18,3.06,4.5,6.90E-08,7.40E-09,1.00E-07,6.50E-06,1.10E-04,1.10E-04,6.90E-06,1.10E-08,4.30E-09,1.30E-05,4.90E-06,APO,Otto Matic,5390,23/02/07,26/11/21,141,,,0,0.54378,,,,-1.40E-13,3.10E-14,,,,
2613726,613726 (2007 EF),613726,,,Y,Y,0,21.34,,,,,,,0.26,,0.072,,,,,,,,,0.01,JPL 31,2460000.5,60000,2023-02-25.0,J2000,0.4102,0.8203,0.484,21.74,158.34,226.03,272.56,1.16,1.327,2460066.41,2023-05-01.9,271,0.743,0.0251,9.79,4.35,7.02,3.30E-07,7.30E-09,2.80E-07,4.60E-05,1.40E-05,1.50E-05,5.20E-05,1.00E-08,1.80E-08,4.00E-05,3.60E-06,ATE,Otto Matic,4465,09/03/07,30/05/19,118,,,0,0.47236,,,,,,,,,
2613986,613986 (2008 JG),613986,,,Y,Y,0,20.85,,,,,,,,,,,,,,,,,,,JPL 55,2460000.5,60000,2023-02-25.0,J2000,0.296,1.052,0.74,7.91,128.77,242.37,135.97,1.36,0.9138,2459851.7,2022-09-29.2,394,1.08,0.0489,19,4.11,5.8,6.00E-08,1.60E-09,6.30E-08,3.60E-06,4.50E-05,4.40E-05,1.60E-05,2.10E-09,2.10E-09,1.70E-05,8.90E-07,APO,Otto Matic,5441,01/05/08,25/03/23,207,,,0,0.49499,,,,,,,,,
2614134,614134 (2008 TC4),614134,,,Y,Y,0,21.65,,,,,,,,,,,,,,,,,,,JPL 42,2460000.5,60000,2023-02-25.0,J2000,0.5545,0.7803,0.348,10.65,212.55,324.34,182.99,1.21,1.43,2460124.3,2023-06-28.7,252,0.689,0.00365,1.42,3.76,7.3,9.70E-08,1.00E-08,7.40E-08,7.50E-06,2.10E-05,1.80E-05,3.70E-05,1.60E-08,2.80E-08,2.70E-05,5.00E-06,ATE,Otto Matic,4726,06/10/08,14/09/21,180,,,0,0.4874,,,,6.50E-14,1.60E-14,,,,
2614433,614433 (2009 KK),614433,,,Y,Y,0,20.58,,,,,,,,,,,,,,,,,,,JPL 47,2460000.5,60000,2023-02-25.0,J2000,0.4553,1.502,0.818,18.22,68.13,247.34,134.23,2.19,0.5354,2459749.78,2022-06-19.2,672,1.84,0.000405,0.158,3.23,4.37,4.10E-08,4.20E-09,6.10E-08,1.50E-05,1.30E-05,1.60E-05,1.30E-05,6.10E-09,2.30E-09,2.30E-05,2.80E-06,APO,Otto Matic,4960,17/05/09,15/12/22,191,,,0,0.49023,,,,,,,,,
2614470,614470 (2009 ST19),614470,,,Y,Y,0,18.39,,,,,,,,,,,,,,,,,,,JPL 79,2460000.5,60000,2023-02-25.0,J2000,0.5949,2.361,0.956,6.73,0.16,336.91,256.53,3.77,0.2716,2460381.41,2024-03-11.9,1.33E+03,3.63,0.0101,3.95,1.64,3.28,3.90E-08,1.70E-08,9.60E-08,7.10E-06,3.40E-05,3.90E-05,1.90E-05,2.80E-08,3.00E-09,7.30E-05,1.50E-05,APO,Otto Matic,8084,19/11/98,06/01/21,436,,,0,0.42888,,,,,,,,,
2618350,618350 (2021 PS2),618350,,,Y,Y,0,19.96,,,,,,,,,,,,,,,,,0.42,,JPL 43,2460000.5,60000,2023-02-25.0,J2000,0.4734,1.554,0.818,7.93,163.38,78.86,312.2,2.29,0.5088,2460094.45,2023-05-29.9,708,1.94,0.0344,13.4,2.76,4.3,3.30E-08,1.60E-08,5.10E-08,5.80E-06,2.20E-05,2.30E-05,5.30E-06,2.40E-08,8.00E-09,1.20E-05,1.10E-05,APO,Otto Matic,3752,09/12/12,19/03/23,241,,,0,0.4918,,,,,,,,,
2619106,619106 (2005 SQ),619106,,,Y,Y,0,20.11,,,,,,,,,,,,,,,,,,,JPL 79,2460000.5,60000,2023-02-25.0,J2000,0.5743,1.655,0.704,1.2,317.21,294.88,110.98,2.6,0.4631,2459760.84,2022-06-30.3,777,2.13,0.00554,2.16,2.45,4.07,1.80E-08,2.70E-09,2.90E-08,5.20E-06,1.60E-04,1.60E-04,5.70E-06,4.30E-09,1.10E-09,1.20E-05,1.90E-06,APO,Otto Matic,6219,22/09/05,02/10/22,480,,,0,0.39806,,,,,,,,,
2619920,619920 (2006 KY86),619920,,,Y,Y,0,19.74,,,,,,,,,,,,,,,,,,,JPL 63,2460000.5,60000,2023-02-25.0,J2000,0.6486,2.295,0.806,7.47,222.3,321.64,304.13,3.78,0.2835,2460197.57,2023-09-10.0,1.27E+03,3.48,0.0488,19,1.25,3.27,2.00E-08,5.40E-09,4.80E-08,9.50E-06,8.50E-05,8.00E-05,5.20E-06,9.00E-09,1.00E-09,1.90E-05,4.50E-06,APO,Otto Matic,5150,26/05/06,01/07/20,317,,,0,0.4229,,,,,,,,,
3012393,       (1979 XB),1979 XB,,,Y,Y,0,18.6,,,,,,,,,,,,,,,,,,,JPL 13,2444221.5,44221,1979-12-14.0,J2000,0.7084,2.228,0.65,24.73,86.06,75.58,346.32,3.81,0.2964,2444267.67,1980-01-29.1,1.21E+03,3.33,0.0239,9.29,2.08,3.17,6.00E-02,4.10E-01,1.20E-02,1.60E+00,1.20E-01,7.30E-01,4.30E+00,7.10E-01,8.30E-02,1.70E+00,3.40E+02,APO,Otto Matic,4,11/12/79,15/12/79,18,,,9,0.43527,,,,,,,,,
3002856,       (1991 GO),1991 GO,,,Y,Y,0,20,,,,,,,,,,,,,,,,,,,JPL 26,2460000.5,60000,2023-02-25.0,J2000,0.6538,1.926,0.667,9.55,23.97,89.73,353.74,3.19,0.3686,2460017.48,2023-03-13.9,977,2.67,0.0257,9.99,2.06,3.61,2.70E-07,6.70E-09,5.20E-07,6.40E-05,3.40E-05,6.40E-05,1.10E-05,1.10E-08,1.90E-09,2.90E-05,5.10E-06,APO,Otto Matic,8788,11/04/91,03/05/15,86,,,0,0.64563,,,,,,,,,
3012398,       (1994 CJ1),1994 CJ1,,,Y,Y,1,21.4,,,,,,,,,,30,,,,,,,,,JPL 59,2460000.5,60000,2023-02-25.0,J2000,0.3256,1.49,1.005,2.31,172.03,65.27,291.01,1.98,0.5417,2460127.87,2023-07-02.3,665,1.82,0.0317,12.3,3.03,4.5,1.60E-08,2.90E-09,2.30E-08,2.00E-06,9.00E-05,8.80E-05,5.00E-06,3.80E-09,1.60E-09,9.50E-06,1.90E-06,APO,Otto Matic,8278,10/02/94,10/10/16,180,1,1,0,0.41233,,,,,,,,,
3012399,       (1994 EK),1994 EK,,,Y,Y,0,20.3,,,,,,,,,,,,,,,,,,,JPL 25,2460000.5,60000,2023-02-25.0,J2000,0.6383,2.151,0.778,6.04,332.88,99.37,92.14,3.52,0.3123,2459705.49,2022-05-05.9,1.15E+03,3.16,0.0313,12.2,1.87,3.4,2.40E-07,2.80E-08,5.30E-07,4.60E-05,6.50E-05,8.90E-05,5.00E-05,4.50E-08,6.00E-09,1.60E-04,2.20E-05,APO,Otto Matic,6919,07/03/94,14/02/13,108,,,0,0.62948,,,,,,,,,
3005942,       (1994 NE),1994 NE,,,Y,Y,0,19.8,,,,,,,,,,,,,,,,,,,JPL 22,2449540.5,49540,1994-07-07.0,J2000,0.6064,2.047,0.806,27.59,104.99,246.12,344.65,3.29,0.3366,2449586.09,1994-08-21.5,1.07E+03,2.93,0.016,6.24,2.67,3.43,1.00E-03,5.10E-03,6.60E-05,2.80E-02,5.60E-04,2.50E-02,6.90E-02,8.20E-03,1.30E-03,3.40E-02,4.00E+00,APO,Otto Matic,26,12/06/94,08/07/94,49,,,8,0.67124,,,,,,,,,
3005973,       (1995 CR),1995 CR,,,Y,Y,0,21.74,,,,,,,,,,2.66,,,,,,,,,JPL 40,2460000.5,60000,2023-02-25.0,J2000,0.8683,0.907,0.119,4.07,342.47,322.69,107.6,1.69,1.141,2459906.19,2022-11-22.6,316,0.864,0.0127,4.94,3.58,6.15,6.20E-08,6.70E-09,5.50E-08,1.10E-05,4.30E-05,4.30E-05,2.70E-05,1.20E-08,1.30E-08,2.30E-05,3.50E-06,ATE,Otto Matic,10205,03/02/95,12/01/23,248,,,0,0.58659,,,,-4.80E-14,2.00E-15,,,,
3009026,       (1996 JA1),1996 JA1,,,Y,Y,0,21,,,,,,,,,,5.227,,,,,,,,,JPL 30,2460000.5,60000,2023-02-25.0,J2000,0.7006,2.568,0.769,21.6,55.81,248.55,175.44,4.37,0.2395,2459268.04,2021-02-22.5,1.50E+03,4.11,0.0169,6.58,1.79,2.96,4.20E-05,1.10E-03,2.20E-04,2.50E-03,7.40E-03,9.30E-03,1.20E+00,1.90E-03,1.50E-04,4.70E+00,9.70E-01,APO,Otto Matic,5,14/05/96,19/05/96,328,,,6,0.48806,,,,,,,,,
3010077,       (1997 GD32),1997 GD32,,,Y,Y,0,21.5,,,,,,,,,,,,,,,,,,,JPL 16,2460000.5,60000,2023-02-25.0,J2000,0.5991,2.103,0.843,5.26,55.31,226.6,154.52,3.36,0.3232,2459522.44,2021-11-03.9,1.11E+03,3.05,0.0145,5.64,1.83,3.49,3.10E-04,2.20E-03,2.30E-04,3.50E-03,1.50E-02,1.20E-02,5.00E+00,3.50E-03,5.10E-04,1.50E+01,1.70E+00,APO,Otto Matic,22,14/04/97,06/05/97,95,,,7,0.69768,,,,,,,,,
3010679,       (1997 QK1),1997 QK1,,,Y,Y,0,20.08,,,,,,,,,,,,,,,,,,,JPL 20,2460000.5,60000,2023-02-25.0,J2000,0.647,2.781,0.982,2.89,306.78,3.01,170.17,4.58,0.2125,2459199.68,2020-12-16.1,1.69E+03,4.64,0.0178,6.93,0.726,2.98,3.40E-08,2.20E-08,9.90E-08,4.70E-06,9.60E-05,9.80E-05,1.80E-05,3.60E-08,2.50E-09,7.60E-05,2.00E-05,APO,Otto Matic,5156,27/08/97,09/10/11,186,,,0,0.72071,,,,,,,,,
3092166,       (1997 VG6),1997 VG6,,,Y,Y,0,19.6,,,,,,,,,,,,,,,,,,,JPL 13,2450764.5,50764,1997-11-12.0,J2000,0.5615,1.602,0.702,18.43,51.99,250.51,41.44,2.5,0.4861,2450679.25,1997-08-18.7,741,2.03,0.0479,18.6,2.93,4.12,3.10E-03,8.90E-03,1.10E-03,1.20E-01,2.20E-03,2.40E-02,3.90E-01,1.40E-02,4.10E-03,1.00E-01,6.20E+00,APO,Otto Matic,15,08/11/97,23/11/97,51,,,9,0.53611,,,,,,,,,
3007574,       (1997 WQ23),1997 WQ23,,,Y,Y,0,20.8,,,,,,,,,,14.6,,,,,,,,,JPL 42,2460000.5,60000,2023-02-25.0,J2000,0.495,1.737,0.877,2.45,55.82,296.63,36.83,2.6,0.4305,2459914.94,2022-12-01.4,836,2.29,0.01,3.91,2.84,4,2.90E-08,4.30E-09,5.10E-08,6.30E-06,7.00E-05,7.10E-05,6.30E-06,6.40E-09,1.60E-09,1.40E-05,3.10E-06,APO,Otto Matic,8420,29/11/97,18/12/20,184,2,1,0,0.36663,,,,,,,,,
3011167,       (1998 BY7),1998 BY7,,,Y,Y,0,21.47,,,,,,,,,,1.3,,,,,,,,,JPL 49,2460000.5,60000,2023-02-25.0,J2000,0.6085,2.021,0.791,3.28,121.9,90.57,234.64,3.25,0.3431,2460365.84,2024-02-25.3,1.05E+03,2.87,0.0233,9.08,1.72,3.56,9.00E-08,2.50E-09,1.80E-07,1.40E-05,6.90E-05,7.30E-05,8.60E-06,4.00E-09,6.30E-10,2.60E-05,1.90E-06,APO,Otto Matic,8595,22/01/98,04/08/21,163,0,2,0,0.50241,,,,,,,,,
3013039,       (1998 HT31),1998 HT31,,,Y,Y,0,20.8,,,,,,,,,,,,,,,C:,,,,JPL 14,2450936.5,50936,1998-05-03.0,J2000,0.6928,2.511,0.771,6.79,213.9,80.42,348.07,4.25,0.2477,2450984.67,1998-06-20.1,1.45E+03,3.98,0.0312,12.1,1.13,3.07,1.30E-03,9.70E-03,2.50E-04,1.10E-02,1.10E-03,2.00E-03,7.60E-02,1.60E-02,1.40E-03,2.70E-02,8.40E+00,APO,Otto Matic,18,21/04/98,09/05/98,145,,,8,0.6447,,,,,,,,,
3013045,       (1998 HH49),1998 HH49,,,Y,Y,0,21.33,,,,,,,,,,,,,,,,,0.84,,JPL 14,2460000.5,60000,2023-02-25.0,J2000,0.5021,1.551,0.772,8.42,23.47,287.91,265.09,2.33,0.5105,2460186.42,2023-08-29.9,705,1.93,0.0022,0.855,3,4.29,1.50E-07,6.40E-09,2.30E-07,3.40E-05,1.10E-04,1.10E-04,3.60E-05,9.60E-09,3.20E-09,7.20E-05,4.40E-06,APO,Otto Matic,8618,28/04/98,01/12/21,21,,,0,0.78569,,,,,,,,,
54179903,       (1998 HP126),1998 HP126,,,Y,,0,25.77,,,,,,,,,,,,,,,,,,,E2021-PC0,2459400.5,59400,2021-07-05.0,J2000,0.4723,0.794,0.419,0.74,183.6,241.11,46.1,1.17,1.393,2459367.4,2021-06-01.9,258,0.708,,,,7.24,,,,,,,,,,,,ATE,Pan,1,24/04/98,25/04/98,15,,,9,0.59,F,,,,,,,,
3013662,       (1998 QK28),1998 QK28,,,Y,Y,0,19.2,,,,,,,,,,,,,,,,,,,JPL 25,2460000.5,60000,2023-02-25.0,J2000,0.5789,2.337,0.984,7.87,174.53,204.78,299.5,3.69,0.2758,2460219.86,2023-10-02.3,1.31E+03,3.57,0.00882,3.43,1.78,3.31,1.30E-07,8.30E-08,2.80E-07,1.80E-05,5.10E-05,7.50E-05,1.30E-04,1.30E-07,1.50E-08,5.00E-04,7.00E-05,APO,Otto Matic,6734,25/08/98,31/01/17,150,,,1,0.6187,,,,,,,,,
3013664,       (1998 QA62),1998 QA62,,,Y,Y,0,19.29,,,,,,,,,,,,,,,,,,,JPL 43,2460000.5,60000,2023-02-25.0,J2000,0.7412,2.042,0.528,24.84,180.82,273.92,124.62,3.56,0.3377,2459631.53,2022-02-21.0,1.07E+03,2.92,0.017,6.6,2.48,3.31,1.40E-07,1.20E-08,2.90E-07,5.90E-05,5.40E-05,2.30E-05,6.40E-06,2.10E-08,3.00E-09,1.70E-05,9.60E-06,APO,Otto Matic,8649,29/08/98,04/05/22,160,,,0,0.61262,,,,,,,,,
3014109,       (1998 SH2),1998 SH2,,,Y,Y,0,20.8,,,,,,,0.383,,0.058,,,,,,,,,0.06,JPL 44,2460000.5,60000,2023-02-25.0,J2000,0.7138,2.742,0.785,2.4,6.37,268.45,169.49,4.7,0.2171,2459219.67,2021-01-05.1,1.66E+03,4.54,0.0189,7.36,0.503,2.91,6.70E-08,3.60E-08,1.80E-07,2.10E-05,1.10E-04,1.20E-04,2.00E-05,6.20E-08,4.30E-09,7.90E-05,3.30E-05,APO,Otto Matic,6615,17/09/98,27/10/16,148,,,0,0.71187,,,,,,,,,
3014110,       (1998 SU4),1998 SU4,,,Y,Y,0,21.3,,,,,,,,,,,,,,,,,,,JPL 27,2460000.5,60000,2023-02-25.0,J2000,0.5805,1.148,0.482,23.15,350.6,241.81,4.43,1.81,0.8014,2459994.97,2023-02-19.4,449,1.23,0.0197,7.66,3.34,5.24,4.10E-06,1.10E-08,4.70E-06,3.10E-04,5.00E-05,4.40E-04,1.30E-04,1.80E-08,1.20E-08,1.60E-04,6.50E-06,APO,Otto Matic,5855,19/09/98,30/09/14,97,,,0,0.50575,,,,,,,,,
3014112,       (1998 SY14),1998 SY14,,,Y,Y,0,20.6,,,,,,,,,,,,,,,,,,,JPL 30,2460000.5,60000,2023-02-25.0,J2000,0.6697,2.836,0.937,3.47,39.66,22.48,27.35,4.73,0.2064,2459868,2022-10-15.5,1.74E+03,4.78,0.00912,3.55,0.663,2.93,1.30E-04,3.70E-04,2.50E-04,1.20E-04,4.90E-03,6.60E-03,5.50E-01,6.20E-04,4.00E-05,2.70E+00,3.40E-01,APO,Otto Matic,125,21/09/98,24/01/99,70,,,6,0.50365,,,,,,,,,
3014117,       (1998 SL36),1998 SL36,,,Y,Y,0,20.22,,,,,,,,,,,,,,,,,,,JPL 60,2460000.5,60000,2023-02-25.0,J2000,0.4181,1.391,0.809,19.06,353.09,116.8,252.77,1.97,0.6009,2460178.94,2023-08-22.4,599,1.64,0.0208,8.1,3.25,4.63,3.70E-08,5.80E-09,5.40E-08,1.30E-05,9.20E-06,1.00E-05,9.20E-06,8.30E-09,3.80E-09,1.60E-05,3.80E-06,APO,Otto Matic,8537,24/09/98,07/02/22,238,2,1,0,0.45896,,,,,,,,,
3014683,       (1998 US18),1998 US18,,,Y,Y,0,20.9,,,,,,,,,,,,,,,,,,,JPL 16,2460000.5,60000,2023-02-25.0,J2000,0.6764,2.607,0.843,9.66,207.26,115.48,293.93,4.37,0.2342,2460282.6,2023-12-04.0,1.54E+03,4.21,0.0331,12.9,1.28,3.02,1.60E-06,1.10E-07,4.20E-06,6.20E-05,3.00E-05,5.50E-04,7.10E-05,1.80E-07,1.50E-08,3.20E-04,9.70E-05,APO,Otto Matic,7704,25/10/98,28/11/19,68,,,0,0.4858,,,,,,,,,
3015695,       (1998 WB2),1998 WB2,,,Y,Y,0,21.8,,,,,,,0.15,,0.151,0.313,,,,,,,,0.01,JPL 35,2460000.5,60000,2023-02-25.0,J2000,0.5872,1.976,0.816,2.38,52.23,78.69,245.88,3.14,0.3549,2460322.05,2024-01-12.5,1.01E+03,2.78,0.0146,5.66,1.94,3.63,3.90E-08,3.60E-09,7.50E-08,4.90E-06,5.60E-05,6.20E-05,6.40E-06,5.80E-09,9.80E-10,1.90E-05,2.80E-06,APO,Otto Matic,4197,18/11/98,16/05/10,227,,,0,0.55623,,,,,,,,,
3016524,       (1998 XD12),1998 XD12,,,Y,Y,0,20.7,,,,,,,,,,,,,,,,,,,JPL 12,2451166.5,51166,1998-12-19.0,J2000,0.6239,1.399,0.526,13.53,259.98,69.28,38.75,2.27,0.5957,2451101.45,1998-10-14.9,604,1.65,0.0322,12.5,3.19,4.51,1.10E-03,3.10E-03,4.40E-04,3.00E-02,4.40E-03,1.40E-02,1.60E-01,5.00E-03,2.00E-03,5.30E-02,2.00E+00,APO,Otto Matic,10,14/12/98,24/12/98,60,,,8,0.51988,,,,,,,,,
3092217,       (1999 FR19),1999 FR19,,,Y,Y,0,22,,,,,,,,,,,,,,,,,,,JPL 12,2451262.5,51262,1999-03-25.0,J2000,0.4766,1.544,0.808,20.81,0.75,106.73,28.35,2.28,0.5137,2451207.31,1999-01-28.8,701,1.92,0.0359,14,3.06,4.26,2.90E-03,7.90E-03,3.20E-04,9.70E-02,7.60E-03,8.40E-02,2.80E-01,1.20E-02,4.00E-03,1.20E-01,5.40E+00,APO,Otto Matic,2,23/03/99,25/03/99,39,,,9,0.38187,,,,,,,,,
3019083,       (1999 GL4),1999 GL4,,,Y,Y,0,19.7,,,,,,,,,,,,,,,,,,,JPL 22,2460000.5,60000,2023-02-25.0,J2000,0.6024,2.12,0.843,7.26,178.4,293.88,292.41,3.4,0.3194,2460212.13,2023-09-24.6,1.13E+03,3.09,0.0266,10.3,1.82,3.47,1.90E-04,6.10E-04,1.60E-04,1.10E-03,2.20E-04,5.40E-04,1.30E+00,9.70E-04,1.40E-04,4.30E+00,4.80E-01,APO,Otto Matic,239,25/09/98,22/05/99,48,,,6,0.60952,,,,,,,,,
3020976,       (1999 JZ10),1999 JZ10,,,Y,Y,0,21.8,,,,,,,,,,,,,,,,,,,JPL 12,2460000.5,60000,2023-02-25.0,J2000,0.473,1.306,0.688,25.92,54.49,80.04,16.94,1.92,0.6602,2459974.84,2023-01-30.3,545,1.49,0.0381,14.8,3.4,4.78,3.30E-04,7.10E-04,5.70E-05,2.50E-02,5.30E-03,3.40E-02,5.90E+00,1.00E-03,5.40E-04,8.90E+00,4.40E-01,APO,Otto Matic,20,14/05/99,03/06/99,56,,,7,0.69057,,,,,,,,,
3019647,       (1999 LX1),1999 LX1,,,Y,Y,0,20.6,,,,,,,,,,,,,,,,,,,JPL 17,2451340.5,51340,1999-06-11.0,J2000,0.7268,1.165,0.318,19.81,251.99,133.36,321.11,2.01,0.7843,2451390.09,1999-07-30.5,459,1.26,0.0242,9.43,3.56,5.08,2.30E-03,4.80E-03,1.30E-03,1.30E-01,6.60E-03,5.90E-03,3.50E-01,8.30E-03,4.90E-03,1.40E-01,2.80E+00,APO,Otto Matic,6,08/06/99,14/06/99,45,,,9,0.72316,,,,,,,,,
3022970,       (1999 SG10),1999 SG10,,,Y,Y,0,20.5,,,,,,,,,,,,,,,,,,,JPL 38,2460000.5,60000,2023-02-25.0,J2000,0.6132,1.454,0.562,23.56,13.39,103.41,90.35,2.35,0.5622,2459839.77,2022-09-17.2,640,1.75,0.0286,11.1,3.05,4.34,9.30E-08,2.50E-09,1.30E-07,5.30E-05,1.40E-05,1.80E-05,1.00E-05,4.10E-09,1.50E-09,1.80E-05,1.70E-06,APO,Otto Matic,7691,30/09/99,20/10/20,123,,,0,0.55204,,,,,,,,,
3022972,       (1999 TO13),1999 TO13,,,Y,Y,0,21.4,,,,,,,,,,,,,,,,,,,JPL 24,2451466.5,51466,1999-10-15.0,J2000,0.4359,1.583,0.893,20.25,15.14,302.23,25.96,2.27,0.4947,2451414.03,1999-08-23.5,728,1.99,0.0307,11.9,3.22,4.22,1.60E-03,4.30E-03,1.50E-04,5.10E-02,1.20E-03,2.90E-02,1.30E-01,6.20E-03,2.00E-03,5.30E-02,3.00E+00,APO,Otto Matic,11,12/10/99,23/10/99,98,,,8,0.37303,,,,,,,,,
3022974,       (1999 TT16),1999 TT16,,,Y,Y,0,19.77,,,,,,,,,,235,,,,,,,,,JPL 48,2460000.5,60000,2023-02-25.0,J2000,0.6627,2.157,0.728,1.99,327.14,149.61,96.91,3.59,0.3111,2459688.98,2022-04-19.4,1.16E+03,3.17,0.0226,8.8,1.55,3.38,1.70E-07,4.80E-08,3.50E-07,9.70E-06,4.90E-04,5.00E-04,1.80E-05,7.90E-08,1.00E-08,4.90E-05,3.80E-05,APO,Otto Matic,7170,09/10/99,27/05/19,198,,,0,0.51196,,,,,,,,,
3022975,       (1999 UR),1999 UR,,,Y,Y,0,21.5,,,,,,,,,,,,,,,,,,,JPL 17,2460000.5,60000,2023-02-25.0,J2000,0.504,1.898,0.942,3.59,50.65,18.21,321.48,2.86,0.3768,2460102.74,2023-06-07.2,955,2.62,0.0146,5.67,2.48,3.78,7.90E-08,6.10E-09,1.50E-07,1.60E-05,1.20E-04,1.10E-04,2.70E-05,9.10E-09,1.80E-09,7.10E-05,4.60E-06,APO,Otto Matic,4869,16/10/99,13/02/13,77,,,0,0.45893,,,,,,,,,
3024715,       (1999 XS35),1999 XS35,,,Y,Y,0,17.2,,,,,,,,,,,,,,,,,,,JPL 19,2460000.5,60000,2023-02-25.0,J2000,0.9482,17.79,0.922,19.65,48.74,333.25,112.01,34.65,0.01314,2451476.79,1999-10-25.2,2.74E+04,75,0.0151,5.87,0.645,1.4,3.50E-05,1.20E-02,1.10E-05,4.20E-04,1.10E-03,9.40E-04,1.10E-01,2.30E-02,1.30E-05,3.30E-03,2.80E+01,APO,Otto Matic,88,02/12/99,28/02/00,212,,,5,0.47203,,,,,,,,,
3024714,       (1999 XK136),1999 XK136,,,Y,Y,0,20.56,,,,,,,0.811,,0.02,,,,,,,,,0.4,JPL 32,2460000.5,60000,2023-02-25.0,J2000,0.7032,2.383,0.707,2.67,63.1,303.17,126.3,4.06,0.2678,2459528.95,2021-11-10.4,1.34E+03,3.68,0.0116,4.53,1.4,3.14,1.10E-07,1.30E-07,2.50E-07,2.90E-05,2.40E-04,2.40E-04,1.20E-05,2.20E-07,2.20E-08,1.50E-05,1.10E-04,APO,Otto Matic,8088,10/12/99,31/01/22,147,,,0,0.52586,,,,,,,,,
3025760,       (1999 YD),1999 YD,,,Y,Y,0,21.1,,,,,,,,,,,,,,,Sk,,,,JPL 27,2460000.5,60000,2023-02-25.0,J2000,0.5933,2.463,1.002,1.38,9.4,61.77,3.19,3.92,0.255,2459988,2023-02-12.4,1.41E+03,3.87,0.0254,9.89,1.42,3.22,7.40E-05,3.00E-04,6.00E-05,1.00E-04,2.10E-03,2.20E-03,4.20E-01,4.70E-04,4.60E-05,1.70E+00,2.60E-01,APO,Otto Matic,71,17/12/99,26/02/00,99,,,6,0.46189,,,,,,,,,
3025766,       (2000 AA6),2000 AA6,,,Y,Y,0,22.1,,,,,,,0.316,,0.026,,,,,,,,,0.01,JPL 34,2460000.5,60000,2023-02-25.0,J2000,0.5196,1.286,0.618,2.03,279.74,287.71,263.24,1.95,0.6756,2460143.72,2023-07-18.2,533,1.46,0.00762,2.97,3.01,4.89,5.20E-08,1.20E-08,7.30E-08,6.20E-06,6.70E-05,6.70E-05,2.00E-05,1.90E-08,9.70E-09,3.10E-05,7.70E-06,APO,Otto Matic,6943,03/01/00,06/01/19,151,,,0,0.40481,,,,1.50E-13,2.00E-14,,,,
